ticker,SBUX US Equity,SBUX US Equity,SBUX US Equity,SBUX US Equity,SBUX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2019-01-24,64.74,66.61,57.9126,65.108,65.1848,UP,1
2019-01-25,67.09,67.03,57.951,65.67,65.1546,DOWN,0
2019-01-28,66.9,66.19,57.9884,66.11,65.1344,UP,1
2019-01-29,67.04,67.0,58.0264,66.44,65.127,UP,1
2019-01-30,68.15,67.11,58.071,66.784,65.1492,DOWN,0
2019-01-31,68.14,68.18,58.1145,67.464,65.1596,DOWN,0
2019-02-01,68.11,68.59,58.1559,67.668,65.1586,DOWN,0
2019-02-04,67.58,68.03,58.1963,67.804,65.152,UP,1
2019-02-05,69.34,67.76,58.2469,68.264,65.1952,DOWN,0
2019-02-06,68.85,69.23,58.3012,68.404,65.2368,UP,1
2019-02-07,69.14,68.6,58.3561,68.604,65.3056,UP,1
2019-02-08,69.75,68.77,58.4158,68.932,65.3868,UP,1
2019-02-11,69.99,70.0,58.4772,69.414,65.465,DOWN,0
2019-02-12,69.75,70.24,58.529,69.496,65.5236,UP,1
2019-02-13,70.51,69.81,58.5898,69.828,65.5962,UP,1
2019-02-14,70.84,70.13,58.6561,70.168,65.6786,DOWN,0
2019-02-15,70.71,71.15,58.719,70.36,65.7428,DOWN,0
2019-02-19,70.2,70.46,58.7865,70.402,65.8138,UP,1
2019-02-20,70.39,70.23,58.8578,70.53,65.8906,UP,1
2019-02-21,70.7,70.14,58.9229,70.568,65.9952,UP,1
2019-02-22,71.3,70.76,58.9922,70.66,66.1114,DOWN,0
2019-02-25,71.05,71.9,59.0591,70.728,66.214,UP,1
2019-02-26,71.14,71.0,59.1296,70.916,66.3142,DOWN,0
2019-02-27,70.15,70.83,59.1921,70.868,66.379,UP,1
2019-02-28,70.26,70.14,59.257,70.78,66.4774,UP,1
2019-03-01,70.85,70.63,59.3256,70.69,66.605,UP,1
2019-03-04,70.95,70.99,59.3972,70.67,66.7256,UP,1
2019-03-05,71.58,71.19,59.4693,70.758,66.876,DOWN,0
2019-03-06,71.27,71.81,59.5397,70.982,67.0584,DOWN,0
2019-03-07,70.61,71.2,59.6069,71.052,67.2428,DOWN,0
2019-03-08,69.36,70.15,59.667,70.754,67.4188,UP,1
2019-03-11,69.68,69.38,59.7306,70.5,67.5508,UP,1
2019-03-12,70.05,69.74,59.7934,70.194,67.6878,UP,1
2019-03-13,70.1,70.09,59.8555,69.96,67.822,UP,1
2019-03-14,70.74,70.19,59.9196,69.986,67.9488,DOWN,0
2019-03-15,70.67,70.8,59.9868,70.248,68.0758,UP,1
2019-03-18,70.84,70.78,60.0536,70.48,68.262,UP,1
2019-03-19,71.38,70.95,60.1272,70.746,68.4182,UP,1
2019-03-20,71.63,71.8,60.2008,71.052,68.5794,UP,1
2019-03-21,72.26,71.32,60.2767,71.356,68.7522,DOWN,0
2019-03-22,71.96,72.05,60.3581,71.614,68.9138,UP,1
2019-03-25,72.3,72.0,60.4338,71.906,69.076,UP,1
2019-03-26,72.96,72.72,60.5129,72.222,69.2606,DOWN,0
2019-03-27,72.74,72.94,60.5936,72.444,69.448,UP,1
2019-03-28,73.96,72.97,60.681,72.784,69.6456,UP,1
2019-03-29,74.34,74.01,60.7703,73.26,69.857,DOWN,0
2019-04-01,73.96,74.76,60.859,73.592,70.0506,UP,1
2019-04-02,74.27,74.01,60.9453,73.854,70.242,UP,1
2019-04-03,74.33,74.56,61.0314,74.172,70.4208,UP,1
2019-04-04,74.35,74.5,61.117,74.25,70.5792,UP,1
2019-04-05,75.03,74.35,61.205,74.388,70.785,UP,1
2019-04-08,75.2,74.47,61.3199,74.636,70.9472,DOWN,0
2019-04-09,75.12,74.87,61.4424,74.806,71.1116,UP,1
2019-04-10,75.48,75.21,61.5636,75.036,71.2804,UP,1
2019-04-11,75.87,75.75,61.6897,75.34,71.4348,UP,1
2019-04-12,76.65,76.1,61.821,75.664,71.605,DOWN,0
2019-04-15,76.16,76.67,61.9526,75.856,71.766,DOWN,0
2019-04-16,75.7,76.48,62.0884,75.972,71.9284,DOWN,0
2019-04-17,75.12,75.61,62.2198,75.9,72.044,UP,1
2019-04-18,76.06,75.48,62.3548,75.938,72.1882,DOWN,0
2019-04-22,75.4,75.71,62.4879,75.688,72.3134,UP,1
2019-04-23,75.99,75.48,62.6248,75.654,72.4382,UP,1
2019-04-24,76.39,76.05,62.7619,75.792,72.5662,UP,1
2019-04-25,77.11,76.11,62.8979,76.19,72.7134,UP,1
2019-04-26,77.45,76.95,63.0331,76.468,72.8522,DOWN,0
2019-04-29,76.91,77.3,63.1669,76.77,72.9736,UP,1
2019-04-30,77.68,77.0,63.3041,77.108,73.113,DOWN,0
2019-05-01,77.52,77.67,63.4336,77.334,73.2594,DOWN,0
2019-05-02,77.47,77.66,63.5662,77.406,73.401,UP,1
2019-05-03,78.05,77.59,63.7001,77.526,73.548,UP,1
2019-05-06,78.06,77.2,63.8346,77.756,73.6832,DOWN,0
2019-05-07,77.96,77.57,63.9677,77.812,73.8214,UP,1
2019-05-08,78.05,77.58,64.1034,77.918,73.9596,DOWN,0
2019-05-09,77.9,77.58,64.237,78.004,74.1146,UP,1
2019-05-10,78.42,77.63,64.3732,78.078,74.2778,DOWN,0
2019-05-13,76.68,77.25,64.4985,77.802,74.3944,UP,1
2019-05-14,77.06,76.75,64.6266,77.622,74.5166,UP,1
2019-05-15,77.76,76.69,64.7546,77.564,74.6402,UP,1
2019-05-16,78.9,77.66,64.8896,77.764,74.7928,UP,1
2019-05-17,78.91,78.52,65.0222,77.862,74.9588,DOWN,0
2019-05-20,76.66,78.3,65.1459,77.858,75.1048,UP,1
2019-05-21,77.53,77.05,65.2751,77.952,75.2618,DOWN,0
2019-05-22,77.25,77.2,65.4002,77.85,75.4058,DOWN,0
2019-05-23,76.41,76.88,65.5219,77.352,75.532,DOWN,0
2019-05-24,76.15,76.83,65.6423,76.8,75.6402,DOWN,0
2019-05-28,75.7,76.36,65.7631,76.608,75.7408,DOWN,0
2019-05-29,75.28,75.33,65.8799,76.158,75.8296,UP,1
2019-05-30,76.17,75.65,66.0032,75.942,75.9254,DOWN,0
2019-05-31,76.06,75.6,66.1244,75.872,76.014,UP,1
2019-06-03,76.22,76.12,66.2426,75.886,76.0932,UP,1
2019-06-04,78.52,76.77,66.3714,76.45,76.2244,UP,1
2019-06-05,79.96,78.79,66.506,77.386,76.3776,UP,1
2019-06-06,81.4,80.03,66.6452,78.432,76.5464,UP,1
2019-06-07,82.48,81.6,66.788,79.716,76.7412,DOWN,0
2019-06-10,81.93,82.85,66.9277,80.858,76.9006,UP,1
2019-06-11,82.37,82.3,67.0754,81.628,77.0612,UP,1
2019-06-12,82.93,82.59,67.2268,82.222,77.2406,UP,1
2019-06-13,83.35,83.33,67.3798,82.612,77.4222,UP,1
2019-06-14,84.24,83.54,67.5361,82.964,77.6204,DOWN,0
2019-06-17,83.02,84.65,67.686,83.182,77.7938,DOWN,0
2019-06-18,82.92,83.55,67.8343,83.292,77.9516,UP,1
2019-06-19,83.81,83.08,67.9879,83.468,78.1238,UP,1
2019-06-20,84.69,84.41,68.1441,83.736,78.3152,DOWN,0
2019-06-21,83.82,84.43,68.2955,83.652,78.482,DOWN,0
2019-06-24,83.65,84.08,68.4448,83.778,78.6376,UP,1
2019-06-25,84.25,84.2,68.595,84.044,78.7896,DOWN,0
2019-06-26,83.38,84.3,68.7376,83.958,78.934,UP,1
2019-06-27,83.56,83.55,68.8806,83.732,79.0912,UP,1
2019-06-28,83.83,83.56,69.0241,83.734,79.2654,UP,1
2019-07-01,84.55,84.62,69.172,83.914,79.4352,UP,1
2019-07-02,85.51,84.74,69.3251,84.166,79.6374,UP,1
2019-07-03,87.79,86.04,69.4903,85.048,79.8734,DOWN,0
2019-07-05,87.79,87.5,69.6564,85.894,80.1014,DOWN,0
2019-07-08,87.44,87.6,69.8183,86.616,80.308,DOWN,0
2019-07-09,87.23,87.29,69.9773,87.152,80.5036,UP,1
2019-07-10,88.38,87.42,70.137,87.726,80.733,UP,1
2019-07-11,89.07,88.66,70.2951,87.982,80.9608,UP,1
2019-07-12,89.77,89.28,70.4605,88.378,81.2058,UP,1
2019-07-15,90.16,89.87,70.6268,88.922,81.4596,DOWN,0
2019-07-16,90.08,90.22,70.7909,89.492,81.7002,UP,1
2019-07-17,90.25,90.08,70.9554,89.866,81.944,UP,1
2019-07-18,91.5,90.33,71.1287,90.352,82.2148,DOWN,0
2019-07-19,90.3,91.41,71.3023,90.458,82.4598,UP,1
2019-07-22,90.92,90.52,71.479,90.61,82.7202,DOWN,0
2019-07-23,90.11,91.25,71.6522,90.616,82.954,UP,1
2019-07-24,90.65,89.9,71.826,90.696,83.2334,UP,1
2019-07-25,90.98,91.49,72.0021,90.592,83.5118,UP,1
2019-07-26,99.11,96.4,72.2149,92.354,83.9388,DOWN,0
2019-07-29,98.02,98.05,72.4165,93.774,84.3212,DOWN,0
2019-07-30,96.65,97.5,72.6197,95.082,84.676,DOWN,0
2019-07-31,94.69,96.65,72.8188,95.89,85.0366,UP,1
2019-08-01,95.38,95.0,73.0135,96.77,85.3936,UP,1
2019-08-02,95.51,95.0,73.2073,96.05,85.7588,DOWN,0
2019-08-05,93.7,94.51,73.3867,95.186,86.1046,UP,1
2019-08-06,95.34,94.31,73.5679,94.924,86.4884,DOWN,0
2019-08-07,95.22,94.6,73.7508,95.03,86.8788,UP,1
2019-08-08,96.27,95.23,73.9389,95.208,87.2986,UP,1
2019-08-09,96.3,96.15,74.1259,95.366,87.7012,DOWN,0
2019-08-12,94.91,95.78,74.3064,95.608,88.0782,UP,1
2019-08-13,96.63,94.52,74.4992,95.866,88.4864,DOWN,0
2019-08-14,94.92,95.91,74.679,95.806,88.8144,UP,1
2019-08-15,95.53,95.5,74.8663,95.658,89.1258,UP,1
2019-08-16,96.52,96.29,75.0571,95.702,89.4282,UP,1
2019-08-19,96.66,97.23,75.2474,96.052,89.7118,DOWN,0
2019-08-20,95.63,96.35,75.4342,95.852,89.9858,UP,1
2019-08-21,96.32,96.27,75.6227,96.132,90.2648,UP,1
2019-08-22,96.49,96.59,75.7835,96.324,90.536,DOWN,0
2019-08-23,94.7,96.41,75.9346,95.96,90.763,UP,1
2019-08-26,96.5,95.38,76.0871,95.928,91.0082,DOWN,0
2019-08-27,96.09,96.7,76.2267,96.02,91.2696,UP,1
2019-08-28,97.07,96.23,76.3685,96.17,91.5526,UP,1
2019-08-29,97.7,97.85,76.514,96.412,91.8304,DOWN,0
2019-08-30,96.56,98.14,76.6572,96.784,92.0678,UP,1
2019-09-03,96.77,96.42,76.804,96.838,92.3268,DOWN,0
2019-09-04,96.11,94.48,76.9494,96.842,92.576,DOWN,0
2019-09-05,95.56,96.54,77.0891,96.54,92.8022,UP,1
2019-09-06,95.74,95.75,77.227,96.148,93.0494,DOWN,0
2019-09-09,94.16,95.8,77.3582,95.668,93.2614,DOWN,0
2019-09-10,90.35,93.81,77.4741,94.384,93.3918,UP,1
2019-09-11,90.98,90.18,77.5951,93.358,93.5204,UP,1
2019-09-12,92.06,92.16,77.7269,92.658,93.6514,DOWN,0
2019-09-13,90.48,92.145,77.8509,91.606,93.7052,DOWN,0
2019-09-16,89.42,90.02,77.9676,90.658,93.7378,UP,1
2019-09-17,90.75,89.67,78.0872,90.738,93.804,UP,1
2019-09-18,90.96,90.98,78.2076,90.734,93.8786,UP,1
2019-09-19,91.56,90.99,78.3318,90.634,93.9422,DOWN,0
2019-09-20,90.07,91.61,78.4447,90.552,93.9622,UP,1
2019-09-23,90.81,90.32,78.5655,90.83,93.983,DOWN,0
2019-09-24,89.92,91.6,78.6823,90.664,93.9782,UP,1
2019-09-25,90.35,89.94,78.8067,90.542,93.9836,DOWN,0
2019-09-26,89.8,90.84,78.9283,90.19,93.9746,DOWN,0
2019-09-27,88.37,90.3,79.0405,89.85,93.912,UP,1
2019-09-30,88.42,88.41,79.152,89.372,93.8744,DOWN,0
2019-10-01,86.51,88.63,79.25,88.69,93.7862,DOWN,0
2019-10-02,84.32,85.95,79.3449,87.484,93.6704,UP,1
2019-10-03,84.67,84.3,79.4459,86.458,93.5508,UP,1
2019-10-04,85.92,84.9,79.5509,85.968,93.4496,DOWN,0
2019-10-07,85.85,85.71,79.6598,85.454,93.1844,DOWN,0
2019-10-08,84.91,85.49,79.7736,85.134,92.9222,UP,1
2019-10-09,85.85,85.37,79.8959,85.44,92.7062,UP,1
2019-10-10,85.96,85.91,80.0229,85.698,92.5316,UP,1
2019-10-11,86.36,87.02,80.1393,85.786,92.3512,UP,1
2019-10-14,86.62,86.5,80.2564,85.94,92.1734,DOWN,0
2019-10-15,86.45,87.0,80.3717,86.248,92.0284,UP,1
2019-10-16,86.71,86.53,80.4833,86.42,91.8558,DOWN,0
2019-10-17,86.29,86.88,80.5931,86.486,91.6772,DOWN,0
2019-10-18,86.03,86.35,80.7156,86.42,91.4724,DOWN,0
2019-10-21,85.35,86.0,80.8245,86.166,91.2534,DOWN,0
2019-10-22,83.46,85.23,80.924,85.568,91.0244,DOWN,0
2019-10-23,82.74,84.31,81.0196,84.774,90.7466,UP,1
2019-10-24,83.18,82.8,81.1161,84.152,90.5118,UP,1
2019-10-25,83.38,83.21,81.212,83.622,90.2688,UP,1
2019-10-28,83.6,84.47,81.3114,83.272,90.0104,UP,1
2019-10-29,84.13,83.81,81.4152,83.406,89.7598,UP,1
2019-10-30,84.19,84.61,81.5157,83.696,89.531,UP,1
2019-10-31,84.56,86.71,81.6197,83.972,89.2958,DOWN,0
2019-11-01,83.21,84.79,81.7143,83.938,89.0302,DOWN,0
2019-11-04,82.37,83.3,81.8027,83.692,88.7836,DOWN,0
2019-11-05,81.89,82.34,81.8852,83.244,88.4914,UP,1
2019-11-06,82.99,82.08,81.968,83.004,88.2294,DOWN,0
2019-11-07,81.95,83.06,82.054,82.482,87.927,DOWN,0
2019-11-08,81.77,82.19,82.1274,82.194,87.6084,UP,1
2019-11-11,82.43,81.75,82.2051,82.206,87.3258,UP,1
2019-11-12,83.32,82.69,82.2865,82.492,87.0568,UP,1
2019-11-13,83.94,83.29,82.3654,82.682,86.8134,UP,1
2019-11-14,84.38,84.1,82.4466,83.168,86.5898,DOWN,0
2019-11-15,84.21,84.68,82.5271,83.656,86.3592,DOWN,0
2019-11-18,84.02,83.92,82.6093,83.974,86.1564,DOWN,0
2019-11-19,83.66,84.06,82.6809,84.042,86.0226,DOWN,0
2019-11-20,83.6,83.54,82.7547,83.974,85.875,DOWN,0
2019-11-21,82.3,83.75,82.8205,83.558,85.6798,UP,1
2019-11-22,83.02,82.69,82.8868,83.32,85.5306,UP,1
2019-11-25,83.75,83.16,82.9556,83.266,85.4172,UP,1
2019-11-26,84.56,84.13,83.0297,83.446,85.2934,UP,1
2019-11-27,85.77,84.85,83.106,83.88,85.1896,DOWN,0
2019-11-29,85.43,85.91,83.1789,84.506,85.067,DOWN,0
2019-12-02,84.57,85.38,83.2482,84.816,84.957,UP,1
2019-12-03,84.82,84.03,83.3213,85.03,84.8372,UP,1
2019-12-04,85.4,85.13,83.3964,85.198,84.7468,DOWN,0
2019-12-05,84.45,85.44,83.4651,84.934,84.6288,UP,1
2019-12-06,86.32,85.03,83.5402,85.112,84.5592,DOWN,0
2019-12-09,86.28,86.31,83.6164,85.454,84.5174,DOWN,0
2019-12-10,86.04,86.5,83.6909,85.698,84.4698,UP,1
2019-12-11,86.59,86.26,83.7731,85.936,84.4714,UP,1
2019-12-12,88.21,88.0,83.8628,86.688,84.5492,UP,1
2019-12-13,88.67,88.02,83.9519,87.158,84.6292,UP,1
2019-12-16,88.78,89.14,84.0411,87.658,84.6864,DOWN,0
2019-12-17,88.13,88.87,84.1238,88.076,84.732,DOWN,0
2019-12-18,87.99,88.39,84.2074,88.356,84.7936,UP,1
2019-12-19,88.52,87.83,84.297,88.418,84.847,DOWN,0
2019-12-20,88.46,88.785,84.3925,88.376,84.897,DOWN,0
2019-12-23,88.23,88.62,84.4852,88.266,84.9344,UP,1
2019-12-24,88.52,88.2,84.5776,88.344,84.9724,DOWN,0
2019-12-26,88.075,88.73,84.6675,88.361,85.0049,UP,1
2019-12-27,88.13,88.11,84.7544,88.283,85.0333,DOWN,0
2019-12-30,87.44,88.01,84.8383,88.079,85.0563,UP,1
2019-12-31,87.92,87.44,84.9237,88.017,85.0941,UP,1
2020-01-02,89.35,88.12,85.0135,88.183,85.1741,DOWN,0
2020-01-03,88.83,88.66,85.0995,88.334,85.2815,DOWN,0
2020-01-06,88.13,88.11,85.1789,88.334,85.3893,DOWN,0
2020-01-07,87.86,87.96,85.2584,88.418,85.4829,UP,1
2020-01-08,88.88,87.94,85.3413,88.61,85.5929,UP,1
2020-01-09,90.53,90.25,85.4291,88.846,85.7315,DOWN,0
2020-01-10,90.16,90.8,85.5162,89.112,85.8521,UP,1
2020-01-13,91.08,90.62,85.6018,89.702,85.9899,DOWN,0
2020-01-14,90.99,91.19,85.6851,90.328,86.1185,UP,1
2020-01-15,91.54,91.0,85.773,90.86,86.2851,UP,1
2020-01-16,92.58,91.99,85.8645,91.27,86.4893,UP,1
2020-01-17,93.62,92.93,85.961,91.962,86.7239,DOWN,0
2020-01-21,92.53,92.83,86.0519,92.252,86.9147,DOWN,0
2020-01-22,92.53,93.14,86.1394,92.56,87.1263,UP,1
2020-01-23,93.75,91.92,86.2321,93.002,87.3659,DOWN,0
2020-01-24,92.03,94.0,86.3167,92.892,87.5579,DOWN,0
2020-01-27,88.73,88.63,86.3829,91.914,87.6661,DOWN,0
2020-01-28,88.6,89.05,86.4466,91.128,87.7593,DOWN,0
2020-01-29,86.72,88.15,86.4969,89.966,87.8061,DOWN,0
2020-01-30,85.84,85.45,86.5453,88.384,87.8387,DOWN,0
2020-01-31,84.83,85.79,86.591,86.944,87.8549,UP,1
2020-02-03,86.01,85.07,86.6454,86.4,87.9019,UP,1
2020-02-04,88.38,87.14,86.707,86.356,87.9975,DOWN,0
2020-02-05,87.56,88.88,86.7678,86.524,88.1027,DOWN,0
2020-02-06,86.15,87.65,86.8186,86.586,88.1653,UP,1
2020-02-07,86.42,85.76,86.8688,86.904,88.2187,UP,1
2020-02-10,87.53,86.43,86.9209,87.208,88.2781,DOWN,0
2020-02-11,87.51,87.86,86.9712,87.034,88.3129,UP,1
2020-02-12,88.57,87.71,87.0295,87.236,88.3757,UP,1
2020-02-13,89.925,88.5,87.0907,87.991,88.4828,DOWN,0
2020-02-14,89.28,90.18,87.1495,88.563,88.572,DOWN,0
2020-02-18,89.23,89.37,87.2083,88.903,88.6486,UP,1
2020-02-19,90.14,89.49,87.2687,89.429,88.7624,DOWN,0
2020-02-20,88.6,89.73,87.3214,89.435,88.808,DOWN,0
2020-02-21,87.36,88.0,87.3684,88.922,88.8296,DOWN,0
2020-02-24,84.52,84.53,87.4008,87.97,88.7992,DOWN,0
2020-02-25,82.19,85.02,87.4222,86.562,88.7112,DOWN,0
2020-02-26,80.67,82.6,87.4335,84.668,88.5604,DOWN,0
2020-02-27,78.29,78.83,87.4415,82.606,88.3528,UP,1
2020-02-28,78.43,76.17,87.4484,80.82,88.1458,UP,1
2020-03-02,82.38,77.92,87.4715,80.392,88.0308,DOWN,0
2020-03-03,78.6,82.3,87.47,79.674,87.843,UP,1
2020-03-04,79.67,79.29,87.4738,79.474,87.666,DOWN,0
2020-03-05,76.19,77.9,87.4714,79.054,87.4206,DOWN,0
2020-03-06,75.34,73.46,87.4605,78.436,87.1628,DOWN,0
2020-03-09,70.83,70.58,87.4284,76.126,86.809,UP,1
2020-03-10,74.87,72.56,87.4207,75.38,86.5449,DOWN,0
2020-03-11,68.3,72.83,87.3814,73.106,86.1483,DOWN,0
2020-03-12,62.1,62.9535,87.3134,70.288,85.6415,UP,1
2020-03-13,69.92,65.65,87.2866,69.204,85.2815,DOWN,0
2020-03-16,58.59,60.63,87.1987,66.756,84.6663,UP,1
2020-03-17,58.98,59.55,87.1133,63.578,84.0693,DOWN,0
2020-03-18,56.33,55.55,87.0139,61.184,83.4333,UP,1
2020-03-19,61.41,56.23,86.9283,61.046,82.9043,DOWN,0
2020-03-20,58.03,62.3,86.8187,58.668,82.2873,DOWN,0
2020-03-23,56.55,57.23,86.6944,58.26,81.6077,UP,1
2020-03-24,64.88,62.61,86.6064,59.44,81.1021,UP,1
2020-03-25,65.81,66.83,86.5258,61.336,80.5967,UP,1
2020-03-26,69.9,66.71,86.4635,63.034,80.1749,DOWN,0
2020-03-27,66.34,66.68,86.3805,64.696,79.6709,UP,1
2020-03-30,67.86,66.56,86.3031,66.958,79.1765,DOWN,0
2020-03-31,65.74,67.18,86.2106,67.13,78.6189,DOWN,0
2020-04-01,62.62,63.0,86.1086,66.492,78.0207,UP,1
2020-04-02,65.0,65.75,86.019,65.512,77.4701,DOWN,0
2020-04-03,63.05,64.47,85.9152,64.854,76.8561,UP,1
2020-04-06,67.79,66.27,85.8307,64.84,76.3713,UP,1
2020-04-07,68.71,71.5676,85.7551,65.434,75.9709,UP,1
2020-04-08,71.57,69.58,85.6947,67.224,75.6303,UP,1
2020-04-09,73.88,71.2,85.6429,69.0,75.3735,DOWN,0
2020-04-13,71.76,73.5203,85.5848,70.742,75.0919,UP,1
2020-04-14,73.67,73.69,85.5353,71.918,74.8687,DOWN,0
2020-04-15,72.55,72.01,85.4789,72.686,74.5995,UP,1
2020-04-16,73.51,73.11,85.4237,73.074,74.3021,UP,1
2020-04-17,77.1,76.62,85.3817,73.718,74.0929,DOWN,0
2020-04-20,75.32,76.02,85.3193,74.43,73.8763,DOWN,0
2020-04-21,72.72,73.4,85.244,74.24,73.6023,UP,1
2020-04-22,77.45,74.55,85.194,75.22,73.4007,DOWN,0
2020-04-23,75.15,77.33,85.1336,75.548,73.1535,UP,1
2020-04-24,75.58,75.75,85.0696,75.244,72.8937,UP,1
2020-04-27,77.74,76.68,85.013,75.728,72.65,UP,1
2020-04-28,78.69,78.67,84.9576,76.922,72.4382,DOWN,0
2020-04-29,76.86,78.18,84.8911,76.804,72.1908,DOWN,0
2020-04-30,76.73,76.83,84.8243,77.12,71.9226,DOWN,0
2020-05-01,73.79,74.9,84.742,76.762,71.6264,DOWN,0
2020-05-04,71.89,72.58,84.644,75.592,71.317,UP,1
2020-05-05,72.9,74.96,84.557,74.434,71.0846,UP,1
2020-05-06,72.96,73.767,84.4672,73.654,70.9,UP,1
2020-05-07,76.0,73.81,84.3966,73.508,70.8066,UP,1
2020-05-08,77.87,77.25,84.3327,74.324,70.7982,DOWN,0
2020-05-11,75.87,76.62,84.2572,75.12,70.747,DOWN,0
2020-05-12,74.35,76.0,84.1334,75.41,70.5864,DOWN,0
2020-05-13,73.62,74.46,84.0114,75.542,70.4868,UP,1
2020-05-14,74.19,72.32,83.8991,75.18,70.3772,DOWN,0
2020-05-15,74.16,72.81,83.7964,74.438,70.3366,UP,1
2020-05-18,76.23,76.86,83.7007,74.51,70.3544,DOWN,0
2020-05-19,75.86,76.4,83.6024,74.812,70.455,UP,1
2020-05-20,77.76,77.23,83.5227,75.64,70.5128,UP,1
2020-05-21,78.05,78.6,83.4363,76.412,70.7078,DOWN,0
2020-05-22,77.62,77.9,83.3483,77.104,71.0182,UP,1
2020-05-26,77.76,79.6,83.2557,77.41,71.175,UP,1
2020-05-27,78.6,78.98,83.1672,77.958,71.5752,DOWN,0
2020-05-28,78.54,78.64,83.0854,78.114,71.9664,DOWN,0
2020-05-29,77.99,78.62,82.9922,78.102,72.3996,UP,1
2020-06-01,78.32,77.66,82.9092,78.242,72.7378,DOWN,0
2020-06-02,77.78,77.97,82.8204,78.246,73.1328,UP,1
2020-06-03,79.58,78.45,82.7357,78.442,73.5934,DOWN,0
2020-06-04,78.74,79.31,82.6461,78.482,73.8706,UP,1
2020-06-05,82.14,80.33,82.5787,79.312,74.1972,UP,1
2020-06-08,83.56,83.08,82.5149,80.36,74.4704,DOWN,0
2020-06-09,82.37,82.62,82.4443,81.278,74.791,DOWN,0
2020-06-10,79.01,79.88,82.3658,81.164,75.014,DOWN,0
2020-06-11,72.57,75.75,82.2462,79.93,75.1506,UP,1
2020-06-12,76.38,75.0,82.1476,78.778,75.4258,UP,1
2020-06-15,76.96,74.3,82.0471,77.458,75.665,UP,1
2020-06-16,77.84,78.79,81.9478,76.552,75.9608,DOWN,0
2020-06-17,77.1,78.07,81.8505,76.17,76.147,DOWN,0
2020-06-18,76.31,76.72,81.7482,76.918,76.299,DOWN,0
2020-06-19,75.4,77.03,81.6446,76.722,76.3756,DOWN,0
2020-06-22,75.4,74.9,81.5438,76.41,76.406,UP,1
2020-06-23,75.49,76.33,81.4426,75.94,76.4806,DOWN,0
2020-06-24,73.64,74.9,81.34,75.248,76.48,UP,1
2020-06-25,73.85,73.2157,81.2575,74.756,76.506,DOWN,0
2020-06-26,71.57,73.63,81.1604,73.99,76.4672,UP,1
2020-06-29,73.48,71.4091,81.0675,73.606,76.3948,UP,1
2020-06-30,73.59,73.58,80.9831,73.226,76.3602,UP,1
2020-07-01,74.03,74.0,80.9061,73.304,76.3864,DOWN,0
2020-07-02,73.78,75.04,80.8213,73.29,76.313,UP,1
2020-07-06,75.44,74.93,80.7437,74.064,76.3188,DOWN,0
2020-07-07,74.25,75.13,80.6571,74.218,76.2922,DOWN,0
2020-07-08,74.14,74.07,80.5775,74.328,76.2202,DOWN,0
2020-07-09,73.57,73.73,80.4913,74.236,76.1178,UP,1
2020-07-10,74.29,73.0,80.4131,74.338,76.0664,DOWN,0
2020-07-13,72.65,74.5601,80.3246,73.78,75.9848,UP,1
2020-07-14,72.73,72.0,80.2393,73.476,75.9636,UP,1
2020-07-15,75.61,74.46,80.1755,73.77,76.038,DOWN,0
2020-07-16,74.39,74.9,80.1053,73.934,76.0678,DOWN,0
2020-07-17,74.16,74.43,80.0436,73.908,76.0918,UP,1
2020-07-20,74.96,74.16,79.9968,74.37,76.071,UP,1
2020-07-21,75.44,75.78,79.9506,74.912,76.0224,UP,1
2020-07-22,77.24,75.52,79.9072,75.238,76.0498,DOWN,0
2020-07-23,75.36,76.88,79.8548,75.432,76.07,UP,1
2020-07-24,75.78,75.28,79.8091,75.756,76.1132,UP,1
2020-07-27,76.46,75.886,79.7622,76.056,76.1586,DOWN,0
2020-07-28,74.64,76.3,79.7056,75.896,76.1682,UP,1
2020-07-29,77.42,77.56,79.6609,75.932,76.192,DOWN,0
2020-07-30,76.64,76.63,79.611,76.188,76.2076,DOWN,0
2020-07-31,76.53,76.24,79.5614,76.338,76.183,DOWN,0
2020-08-03,75.5,76.48,79.5053,76.146,76.132,DOWN,0
2020-08-04,75.13,75.37,79.4495,76.244,76.0822,UP,1
2020-08-05,75.78,75.35,79.3983,75.916,76.0426,DOWN,0
2020-08-06,75.66,75.2,79.3498,75.72,75.9838,UP,1
2020-08-07,75.79,75.48,79.3115,75.572,75.9288,UP,1
2020-08-10,77.47,75.8182,79.2851,75.966,75.9184,UP,1
2020-08-11,78.87,78.27,79.2636,76.714,75.9294,UP,1
2020-08-12,79.29,79.59,79.2431,77.416,75.9596,DOWN,0
2020-08-13,79.02,78.92,79.2202,78.088,75.9484,DOWN,0
2020-08-14,78.37,78.54,79.1914,78.604,75.941,UP,1
2020-08-17,78.95,78.6,79.1652,78.9,75.8772,UP,1
2020-08-18,78.99,79.15,79.1374,78.924,75.7858,DOWN,0
2020-08-19,77.63,79.1832,79.1095,78.592,75.691,DOWN,0
2020-08-20,77.22,77.03,79.0837,78.232,75.6552,DOWN,0
2020-08-21,77.07,76.94,79.0596,77.972,75.7452,UP,1
2020-08-24,78.68,77.71,79.0381,77.918,75.7912,UP,1
