ticker,IDXX US Equity,IDXX US Equity,IDXX US Equity,IDXX US Equity,IDXX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2019-01-22,201.31,199.64,216.6168,198.466,193.8872,UP,1
2019-01-23,201.64,201.89,216.6972,199.592,193.7242,UP,1
2019-01-24,206.16,202.1,216.7924,201.376,193.654,UP,1
2019-01-25,208.85,207.88,216.8703,203.766,193.6876,DOWN,0
2019-01-28,205.7,207.85,216.9368,204.732,193.8252,DOWN,0
2019-01-29,204.29,205.18,216.9872,205.328,193.9342,UP,1
2019-01-30,207.68,204.84,217.0667,206.536,194.154,UP,1
2019-01-31,212.78,208.11,217.1525,207.86,194.3982,DOWN,0
2019-02-01,205.38,214.03,217.1813,207.166,194.4784,DOWN,0
2019-02-04,203.16,205.5,217.1929,206.658,194.6712,UP,1
2019-02-05,207.98,203.51,217.2437,207.396,194.9876,UP,1
2019-02-06,208.83,207.72,217.3041,207.626,195.2944,DOWN,0
2019-02-07,206.81,207.27,217.35,206.432,195.5776,UP,1
2019-02-08,207.74,206.02,217.4194,206.904,195.7984,DOWN,0
2019-02-11,206.64,208.41,217.4796,207.6,196.0432,UP,1
2019-02-12,209.5,208.04,217.5318,207.904,196.185,UP,1
2019-02-13,210.39,210.32,217.5978,208.216,196.3704,DOWN,0
2019-02-14,206.94,209.49,217.66,208.242,196.434,UP,1
2019-02-15,210.26,208.58,217.736,208.746,196.512,UP,1
2019-02-19,211.32,210.09,217.8268,209.682,196.8024,UP,1
2019-02-20,211.44,211.38,217.9051,210.07,197.0374,DOWN,0
2019-02-21,205.99,210.77,217.874,209.19,197.357,UP,1
2019-02-22,209.18,206.49,217.8823,209.638,197.6206,UP,1
2019-02-25,210.1,210.44,217.908,209.606,197.8932,DOWN,0
2019-02-26,207.74,210.07,217.9136,208.89,198.0534,UP,1
2019-02-27,208.97,207.08,217.9129,208.396,198.3334,UP,1
2019-02-28,211.03,208.85,217.9112,209.404,198.7486,UP,1
2019-03-01,215.93,213.25,217.9364,210.754,199.3914,DOWN,0
2019-03-04,213.41,217.75,217.9589,211.416,199.9082,DOWN,0
2019-03-05,210.8,213.1,218.0158,212.028,200.4462,DOWN,0
2019-03-06,207.81,211.67,218.0769,211.796,200.9016,DOWN,0
2019-03-07,203.89,207.35,218.0925,210.368,201.2806,DOWN,0
2019-03-08,201.74,202.63,218.0953,207.53,201.7918,UP,1
2019-03-11,204.72,202.93,218.1189,205.792,202.1742,UP,1
2019-03-12,205.97,205.77,218.128,204.826,202.5346,UP,1
2019-03-13,209.89,206.62,218.1656,205.242,203.0148,UP,1
2019-03-14,210.87,209.82,218.2014,206.638,203.5118,UP,1
2019-03-15,216.21,211.3,218.2562,209.532,204.1868,DOWN,0
2019-03-18,215.74,216.65,218.2895,211.736,204.9412,UP,1
2019-03-19,218.3,216.99,218.34,214.202,205.5586,UP,1
2019-03-20,219.27,217.35,218.3595,216.078,206.2062,UP,1
2019-03-21,225.69,219.04,218.3939,219.042,206.9342,DOWN,0
2019-03-22,219.43,225.23,218.4038,219.686,207.4784,DOWN,0
2019-03-25,219.24,219.31,218.4025,220.386,208.0088,UP,1
2019-03-26,220.0,221.06,218.4123,220.726,208.5506,DOWN,0
2019-03-27,218.84,220.71,218.4079,220.64,209.1316,UP,1
2019-03-28,220.56,218.92,218.4053,219.614,209.6226,UP,1
2019-03-29,223.6,221.93,218.4116,220.448,210.1498,UP,1
2019-04-01,225.12,225.52,218.4243,221.624,210.7142,DOWN,0
2019-04-02,224.92,225.49,218.4185,222.608,211.1952,UP,1
2019-04-03,227.58,226.72,218.4169,224.356,211.7206,DOWN,0
2019-04-04,225.93,227.78,218.4153,225.43,212.2064,UP,1
2019-04-05,227.77,226.45,218.4273,226.264,212.6386,DOWN,0
2019-04-08,227.75,226.83,218.4411,226.79,213.0166,DOWN,0
2019-04-09,224.78,227.13,218.4555,226.762,213.3982,DOWN,0
2019-04-10,224.52,224.68,218.4636,226.15,213.8028,DOWN,0
2019-04-11,223.76,225.48,218.4949,225.716,214.1244,UP,1
2019-04-12,225.32,225.22,218.5348,225.226,214.3752,DOWN,0
2019-04-15,225.22,225.84,218.5972,224.72,214.772,DOWN,0
2019-04-16,222.17,227.1,218.6207,224.198,215.1522,DOWN,0
2019-04-17,215.53,223.43,218.6087,222.4,215.3032,UP,1
2019-04-18,218.49,216.89,218.5947,221.346,215.4964,UP,1
2019-04-22,221.59,216.82,218.6086,220.6,215.792,UP,1
2019-04-23,224.45,221.0,218.6216,220.446,216.1262,UP,1
2019-04-24,224.58,225.01,218.6169,220.928,216.485,UP,1
2019-04-25,227.67,223.98,218.6077,223.356,216.8484,UP,1
2019-04-26,232.47,227.79,218.5995,226.152,217.29,DOWN,0
2019-04-29,230.68,231.67,218.5821,227.97,217.7648,UP,1
2019-04-30,232.0,230.99,218.5548,229.48,218.1996,UP,1
2019-05-01,234.06,231.63,218.5344,231.376,218.6544,UP,1
2019-05-02,242.34,234.63,218.5565,234.31,219.2724,UP,1
2019-05-03,250.47,242.42,218.6099,237.91,220.162,UP,1
2019-05-06,251.88,245.33,218.6738,242.15,221.016,DOWN,0
2019-05-07,245.45,248.44,218.6869,244.84,221.723,UP,1
2019-05-08,245.79,243.93,218.6752,247.186,222.484,UP,1
2019-05-09,246.22,243.57,218.6635,247.962,223.229,UP,1
2019-05-10,247.83,245.41,218.6623,247.434,223.965,DOWN,0
2019-05-13,242.62,242.9,218.6198,245.582,224.4988,UP,1
2019-05-14,246.18,243.24,218.6108,245.728,225.1542,UP,1
2019-05-15,249.55,243.79,218.6522,246.48,225.9292,UP,1
2019-05-16,251.97,250.54,218.7232,247.63,226.8124,DOWN,0
2019-05-17,249.56,249.85,218.7464,247.976,227.7258,DOWN,0
2019-05-20,248.54,247.92,218.8083,249.16,228.6618,UP,1
2019-05-21,249.33,250.56,218.851,249.79,229.554,UP,1
2019-05-22,250.38,249.12,218.8897,249.956,230.4422,UP,1
2019-05-23,253.57,252.58,218.943,250.276,231.3158,UP,1
2019-05-24,256.11,254.47,218.9959,251.586,232.2206,DOWN,0
2019-05-28,246.85,256.1,218.9991,251.248,232.8334,UP,1
2019-05-29,247.45,245.79,219.0132,250.872,233.4676,UP,1
2019-05-30,249.7,248.07,219.0441,250.736,234.0956,UP,1
2019-05-31,249.77,247.64,219.0901,249.976,234.7056,DOWN,0
2019-06-03,245.59,250.05,219.1012,247.872,235.1036,UP,1
2019-06-04,252.88,249.65,219.1577,249.078,235.7726,UP,1
2019-06-05,256.6,253.64,219.2244,250.908,236.5198,UP,1
2019-06-06,259.68,256.76,219.3053,252.904,237.3134,UP,1
2019-06-07,264.92,261.3,219.4175,255.934,238.235,UP,1
2019-06-10,268.47,266.04,219.5473,260.51,239.1932,DOWN,0
2019-06-11,263.93,269.86,219.6375,262.72,239.9998,UP,1
2019-06-12,265.05,264.47,219.7329,264.41,240.7984,UP,1
2019-06-13,267.16,265.82,219.8212,265.906,241.6432,UP,1
2019-06-14,267.74,267.12,219.9032,266.47,242.4464,UP,1
2019-06-17,268.25,267.85,219.9859,266.426,243.2928,UP,1
2019-06-18,269.72,271.45,220.0622,267.584,244.1318,UP,1
2019-06-19,274.28,269.2,220.1662,269.43,245.0624,DOWN,0
2019-06-20,272.88,277.57,220.2604,270.574,246.0244,UP,1
2019-06-21,273.93,272.74,220.3751,271.812,247.0126,UP,1
2019-06-24,275.01,274.81,220.5219,273.164,248.0376,DOWN,0
2019-06-25,271.31,275.59,220.6571,273.482,248.9574,DOWN,0
2019-06-26,269.89,272.33,220.7938,272.604,249.8508,UP,1
2019-06-27,272.05,270.46,220.9235,272.438,250.8484,UP,1
2019-06-28,275.33,272.01,221.088,272.718,252.0444,UP,1
2019-07-01,280.16,278.25,221.2606,273.748,253.2778,DOWN,0
2019-07-02,277.01,279.91,221.3992,274.888,254.3862,UP,1
2019-07-03,278.87,278.44,221.5538,276.684,255.4746,DOWN,0
2019-07-05,278.49,276.57,221.7316,277.972,256.5528,DOWN,0
2019-07-08,276.75,277.58,221.8892,278.256,257.5344,UP,1
2019-07-09,279.55,275.41,222.0825,278.134,258.476,UP,1
2019-07-10,282.53,280.51,222.285,279.238,259.513,UP,1
2019-07-11,285.46,283.07,222.5067,280.556,260.5822,DOWN,0
2019-07-12,284.24,283.51,222.7143,281.706,261.5858,DOWN,0
2019-07-15,284.08,284.47,222.9055,283.172,262.4206,DOWN,0
2019-07-16,283.66,284.08,223.1019,283.994,263.0844,UP,1
2019-07-17,284.73,283.76,223.2821,284.434,263.7414,UP,1
2019-07-18,289.85,283.36,223.4831,285.312,264.6294,DOWN,0
2019-07-19,284.69,291.16,223.6619,285.402,265.4074,UP,1
2019-07-22,287.07,285.88,223.8854,286.0,266.2244,DOWN,0
2019-07-23,286.82,288.06,224.1227,286.632,267.0042,DOWN,0
2019-07-24,285.4,288.64,224.3941,286.766,267.8598,DOWN,0
2019-07-25,283.56,284.21,224.6657,285.508,268.6074,UP,1
2019-07-26,283.94,285.22,224.964,285.358,269.2952,UP,1
2019-07-29,284.91,284.33,225.269,284.926,269.954,UP,1
2019-07-30,286.05,283.44,225.6132,284.772,270.6838,DOWN,0
2019-07-31,282.05,286.49,225.9529,284.102,271.354,DOWN,0
2019-08-01,268.3,268.51,226.1823,281.05,271.7334,UP,1
2019-08-02,268.71,268.89,226.4414,278.004,272.1,DOWN,0
2019-08-05,260.07,264.13,226.6128,273.036,272.23,UP,1
2019-08-06,270.38,262.21,226.8222,269.902,272.5154,DOWN,0
2019-08-07,267.87,267.34,227.0399,267.066,272.9358,UP,1
2019-08-08,275.57,269.89,227.3258,268.52,273.4982,UP,1
2019-08-09,278.86,274.44,227.6212,270.55,274.0814,DOWN,0
2019-08-12,275.78,278.12,227.9095,273.692,274.6016,UP,1
2019-08-13,280.91,274.29,228.2793,275.798,275.308,DOWN,0
2019-08-14,269.81,276.97,228.5744,276.186,275.6466,UP,1
2019-08-15,273.07,272.36,228.9225,275.686,275.976,UP,1
2019-08-16,275.41,276.29,229.28,274.996,276.2906,UP,1
2019-08-19,279.53,278.77,229.6266,275.746,276.5828,UP,1
2019-08-20,281.41,279.92,229.973,275.846,276.8416,DOWN,0
2019-08-21,280.96,282.88,230.3525,278.076,277.1822,DOWN,0
2019-08-22,279.88,282.26,230.7274,279.438,277.4788,DOWN,0
2019-08-23,270.44,279.25,231.0723,278.444,277.5444,UP,1
2019-08-26,277.13,273.84,231.4466,277.964,277.7322,UP,1
2019-08-27,284.77,279.04,231.8215,278.636,278.0626,UP,1
2019-08-28,285.56,282.62,232.201,279.556,278.3794,UP,1
2019-08-29,289.29,288.1,232.6116,281.438,278.6796,UP,1
2019-08-30,289.74,291.05,233.0662,285.298,279.0168,DOWN,0
2019-09-03,286.08,288.89,233.5024,287.088,279.2598,UP,1
2019-09-04,288.9,288.21,233.9634,287.914,279.5376,UP,1
2019-09-05,289.93,291.21,234.4102,288.788,279.91,DOWN,0
2019-09-06,288.47,289.95,234.8457,288.624,280.2816,DOWN,0
2019-09-09,267.2,289.05,235.2141,284.116,280.1846,UP,1
2019-09-10,267.63,265.04,235.5915,280.426,280.0306,UP,1
2019-09-11,270.99,270.04,235.979,276.844,279.8472,UP,1
2019-09-12,271.05,272.6,236.371,273.068,279.728,DOWN,0
2019-09-13,265.47,270.59,236.7148,268.468,279.46,UP,1
2019-09-16,265.64,262.91,237.071,268.156,279.203,UP,1
2019-09-17,271.86,266.27,237.4183,269.002,279.1052,UP,1
2019-09-18,272.73,271.58,237.7763,269.35,278.9688,UP,1
2019-09-19,273.79,273.63,238.1265,269.898,278.794,UP,1
2019-09-20,274.17,272.42,238.4655,271.638,278.5682,UP,1
2019-09-23,275.79,272.4,238.8605,273.668,278.3992,DOWN,0
2019-09-24,272.13,277.76,239.2227,273.722,278.1602,UP,1
2019-09-25,274.8,272.5,239.6466,274.136,277.983,UP,1
2019-09-26,275.06,274.63,240.0419,274.39,277.7896,DOWN,0
2019-09-27,272.48,276.38,240.422,274.052,277.4422,DOWN,0
2019-09-30,271.93,272.48,240.783,273.28,277.187,DOWN,0
2019-10-01,268.98,273.4,241.153,272.65,276.8252,DOWN,0
2019-10-02,268.71,266.84,241.5452,271.432,276.463,UP,1
2019-10-03,270.03,267.53,241.9764,270.426,276.1556,UP,1
2019-10-04,276.6,272.09,242.4216,271.25,276.0164,DOWN,0
2019-10-07,272.05,274.92,242.8623,271.274,275.7786,DOWN,0
2019-10-08,267.72,270.69,243.2757,271.022,275.4348,UP,1
2019-10-09,271.91,268.91,243.7106,271.662,275.152,UP,1
2019-10-10,272.24,270.28,244.1909,272.104,274.9558,UP,1
2019-10-11,276.8,276.38,244.6469,272.144,275.1258,DOWN,0
2019-10-14,275.68,277.35,245.0855,272.87,275.2652,UP,1
2019-10-15,282.26,277.58,245.5674,275.778,275.709,DOWN,0
2019-10-16,279.57,280.06,246.0352,277.31,275.8928,UP,1
2019-10-17,282.13,281.05,246.5335,279.288,276.178,UP,1
2019-10-18,282.83,282.45,247.0576,280.494,276.3232,DOWN,0
2019-10-21,278.88,285.44,247.5148,281.134,276.3236,DOWN,0
2019-10-22,270.84,279.07,247.9346,278.85,276.2248,DOWN,0
2019-10-23,267.93,270.76,248.3278,276.522,275.9652,UP,1
2019-10-24,268.33,267.99,248.7083,273.762,275.9356,DOWN,0
2019-10-25,268.29,268.63,249.0862,270.854,275.84,DOWN,0
2019-10-28,266.42,267.91,249.4537,268.362,275.6602,UP,1
2019-10-29,270.87,265.56,249.8591,268.368,275.487,UP,1
2019-10-30,273.85,270.88,250.2483,269.552,275.3358,UP,1
2019-10-31,285.01,272.25,250.6872,272.888,275.4168,DOWN,0
2019-11-01,276.87,285.56,251.087,274.604,275.3566,UP,1
2019-11-04,278.66,278.86,251.476,277.052,275.521,DOWN,0
2019-11-05,264.15,277.95,251.7902,275.708,275.2614,DOWN,0
2019-11-06,261.45,263.74,252.0892,273.228,274.795,UP,1
2019-11-07,263.14,261.86,252.3741,268.854,274.3466,DOWN,0
2019-11-08,254.74,263.0,252.6036,264.428,273.6556,DOWN,0
2019-11-11,252.68,253.58,252.8385,259.232,272.9144,UP,1
2019-11-12,257.51,252.25,253.1046,257.904,272.343,UP,1
2019-11-13,259.31,258.02,253.3627,257.476,271.7512,DOWN,0
2019-11-14,257.36,258.53,253.5856,256.32,271.0998,UP,1
2019-11-15,259.78,258.0,253.8576,257.328,270.526,UP,1
2019-11-18,260.53,259.79,254.1445,258.898,270.3926,UP,1
2019-11-19,264.6,261.66,254.4276,260.316,270.332,DOWN,0
2019-11-20,260.5,264.13,254.6859,260.554,270.1222,UP,1
2019-11-21,260.69,260.37,254.9553,261.22,269.915,DOWN,0
2019-11-22,257.02,260.88,255.2017,260.668,269.746,DOWN,0
2019-11-25,251.87,256.87,255.4279,258.936,269.4706,UP,1
2019-11-26,252.85,251.0,255.6446,256.586,269.0904,DOWN,0
2019-11-27,250.7,254.3,255.8462,254.626,268.6498,UP,1
2019-11-29,251.58,249.36,256.0694,252.804,268.2056,DOWN,0
2019-12-02,251.3,251.33,256.2746,251.66,267.7482,DOWN,0
2019-12-03,248.66,250.08,256.4613,251.018,267.2056,UP,1
2019-12-04,251.86,249.98,256.6634,250.82,266.8002,DOWN,0
2019-12-05,251.86,251.8,256.8927,251.052,266.3414,DOWN,0
2019-12-06,251.37,253.91,257.1037,251.01,265.8676,DOWN,0
2019-12-09,249.02,251.1,257.2983,250.554,265.3984,UP,1
2019-12-10,252.84,249.62,257.5238,251.39,265.0166,DOWN,0
2019-12-11,250.45,252.28,257.7312,251.108,264.646,UP,1
2019-12-12,251.88,250.87,257.9354,251.112,264.3094,UP,1
2019-12-13,252.9,251.77,258.1203,251.418,263.9668,UP,1
2019-12-16,255.47,253.82,258.3306,252.708,263.5442,UP,1
2019-12-17,257.17,255.31,258.5624,253.574,263.2466,DOWN,0
2019-12-18,253.09,257.38,258.7888,254.102,262.954,UP,1
2019-12-19,256.19,255.0,259.0503,254.964,262.6396,UP,1
2019-12-20,261.55,257.58,259.3494,256.694,262.4258,UP,1
2019-12-23,263.98,263.34,259.6457,258.396,262.1694,DOWN,0
2019-12-24,263.26,265.13,259.9321,259.614,261.921,DOWN,0
2019-12-26,261.43,263.1,260.1898,261.282,261.5044,UP,1
2019-12-27,263.98,261.9,260.4554,262.84,261.1926,DOWN,0
2019-12-30,261.6,264.12,260.6823,262.85,260.782,DOWN,0
2019-12-31,261.13,262.07,260.9093,262.28,260.348,UP,1
2020-01-02,265.02,261.53,261.1429,262.632,260.0708,DOWN,0
2020-01-03,264.77,260.87,261.3704,263.3,259.9494,UP,1
2020-01-06,266.93,263.9,261.5766,263.89,259.9294,DOWN,0
2020-01-07,266.12,267.29,261.81,264.794,259.8852,UP,1
2020-01-08,271.68,267.89,262.0722,266.904,259.953,UP,1
2020-01-09,277.94,273.94,262.3619,269.488,260.1834,UP,1
2020-01-10,281.64,279.53,262.6759,272.862,260.3988,UP,1
2020-01-13,282.29,281.75,262.9846,275.934,260.5676,UP,1
2020-01-14,284.02,281.55,263.2867,279.514,260.5478,UP,1
2020-01-15,288.49,285.13,263.6035,282.876,260.7802,UP,1
2020-01-16,289.92,289.03,263.9285,285.272,261.0054,DOWN,0
2020-01-17,285.8,290.88,264.2196,286.104,261.4384,DOWN,0
2020-01-21,284.84,284.64,264.5142,286.614,261.9062,UP,1
2020-01-22,287.62,285.15,264.8134,287.334,262.3958,DOWN,0
2020-01-23,285.9,287.86,265.1042,286.816,263.019,DOWN,0
2020-01-24,280.77,288.21,265.3841,284.986,263.5808,DOWN,0
2020-01-27,277.31,277.15,265.6481,283.288,263.9768,UP,1
2020-01-28,278.64,277.35,265.9225,282.048,264.3634,UP,1
2020-01-29,280.8,279.8,266.1999,280.684,264.8322,UP,1
2020-01-30,283.73,278.8,266.4924,280.25,265.3112,DOWN,0
2020-01-31,271.01,280.14,266.7366,278.298,265.5208,UP,1
2020-02-03,275.77,276.08,267.0378,277.99,265.7442,UP,1
2020-02-04,279.12,280.58,267.341,278.086,266.1166,DOWN,0
2020-02-05,274.4,281.87,267.605,276.806,266.3908,UP,1
2020-02-06,280.67,275.27,267.8861,276.194,266.8638,DOWN,0
2020-02-07,278.4,280.59,268.1552,277.672,267.3944,UP,1
2020-02-10,279.15,277.94,268.4126,278.348,267.9204,UP,1
2020-02-11,283.38,280.33,268.6672,279.2,268.574,DOWN,0
2020-02-12,283.28,284.21,268.9302,280.976,269.208,UP,1
2020-02-13,285.05,283.16,269.1954,281.852,269.883,UP,1
2020-02-14,288.78,285.27,269.469,283.928,270.6854,DOWN,0
2020-02-18,286.75,288.38,269.6911,285.448,271.3832,UP,1
2020-02-19,290.97,288.0,269.8936,286.966,272.1654,DOWN,0
2020-02-20,281.45,290.22,270.0414,286.6,272.767,DOWN,0
2020-02-21,278.11,280.64,270.2047,285.212,273.3488,DOWN,0
2020-02-24,269.81,274.47,270.3248,281.418,273.6882,DOWN,0
2020-02-25,256.71,270.22,270.3773,275.41,273.8134,UP,1
2020-02-26,259.45,258.65,270.4354,269.106,273.9648,DOWN,0
2020-02-27,250.15,255.94,270.473,262.846,273.9098,UP,1
2020-02-28,254.51,242.22,270.5147,258.126,273.8906,UP,1
2020-03-02,261.99,254.93,270.5769,256.562,273.987,DOWN,0
2020-03-03,251.25,259.25,270.5733,255.47,273.9502,UP,1
2020-03-04,263.03,256.07,270.6406,256.186,274.087,DOWN,0
2020-03-05,255.16,258.17,270.6737,257.188,273.9592,DOWN,0
2020-03-06,249.89,245.44,270.6765,256.264,273.6774,DOWN,0
2020-03-09,242.83,236.1,270.6388,252.432,273.2688,UP,1
2020-03-10,255.36,251.99,270.6477,253.254,273.1474,DOWN,0
2020-03-11,245.58,245.59,270.5951,249.764,272.7794,DOWN,0
2020-03-12,241.0,230.16,270.5658,246.932,272.3674,UP,1
2020-03-13,254.17,243.51,270.5994,247.788,272.2282,DOWN,0
2020-03-16,223.83,231.94,270.4701,243.988,271.4044,DOWN,0
2020-03-17,215.88,228.93,270.3006,236.092,270.4266,DOWN,0
2020-03-18,205.13,204.34,270.0983,228.002,269.1906,DOWN,0
2020-03-19,193.18,204.02,269.7998,218.438,267.7318,DOWN,0
2020-03-20,183.29,193.95,269.4333,204.262,265.964,DOWN,0
2020-03-23,182.94,181.96,269.0496,196.084,264.064,UP,1
2020-03-24,204.99,190.38,268.7499,193.906,262.531,UP,1
2020-03-25,214.23,204.78,268.4787,195.726,261.1698,UP,1
2020-03-26,230.38,213.06,268.311,203.166,260.097,UP,1
2020-03-27,231.75,223.54,268.1445,212.858,258.9622,UP,1
2020-03-30,241.02,235.9,268.0138,224.474,257.9842,UP,1
2020-03-31,242.24,239.37,267.8863,231.924,257.113,DOWN,0
2020-04-01,230.66,237.81,267.6983,235.21,256.0294,UP,1
2020-04-02,239.7,226.02,267.5482,237.074,255.071,DOWN,0
2020-04-03,234.55,237.88,267.3496,237.634,254.044,UP,1
2020-04-06,254.43,246.26,267.2573,240.316,253.5172,DOWN,0
2020-04-07,251.74,260.66,267.1464,242.216,253.0058,UP,1
2020-04-08,254.73,249.42,267.045,247.03,252.5276,UP,1
2020-04-09,258.58,256.02,266.9813,250.806,252.0832,DOWN,0
2020-04-13,254.39,254.73,266.9038,254.774,251.4964,UP,1
2020-04-14,263.01,256.24,266.8586,256.49,251.3364,DOWN,0
2020-04-15,257.82,255.02,266.7711,257.706,250.9774,UP,1
2020-04-16,261.12,261.13,266.6759,258.984,250.6174,UP,1
2020-04-17,265.16,268.29,266.6166,260.3,250.4326,UP,1
2020-04-20,267.34,263.38,266.559,262.89,250.166,DOWN,0
2020-04-21,259.23,263.0,266.4627,262.134,249.7826,UP,1
2020-04-22,268.12,261.72,266.4195,264.194,249.562,UP,1
2020-04-23,268.41,268.14,266.3638,265.652,249.2626,UP,1
2020-04-24,271.8,271.55,266.3102,266.98,249.033,UP,1
2020-04-27,275.85,271.97,266.2621,268.682,248.849,DOWN,0
2020-04-28,264.25,275.0,266.1622,269.686,248.3584,UP,1
2020-04-29,272.74,267.76,266.1055,270.61,248.0782,UP,1
2020-04-30,277.6,276.98,266.0752,272.448,247.8108,DOWN,0
2020-05-01,270.75,277.51,266.0053,272.238,247.5968,UP,1
2020-05-04,273.76,269.1122,265.9248,271.82,247.5098,UP,1
2020-05-05,282.08,272.91,265.9118,275.386,247.7552,UP,1
2020-05-06,283.59,283.67,265.8944,277.556,248.2928,UP,1
2020-05-07,294.26,288.0,265.9316,280.888,248.989,DOWN,0
2020-05-08,287.9,296.28,265.9441,284.318,249.744,UP,1
2020-05-11,299.45,287.0,266.0235,289.456,250.6428,DOWN,0
2020-05-12,289.15,298.62,266.0496,290.87,251.186,DOWN,0
2020-05-13,285.99,288.58,266.055,291.35,251.8808,UP,1
2020-05-14,294.99,281.55,266.0997,291.496,252.52,DOWN,0
2020-05-15,294.38,290.01,266.1613,292.792,253.3044,UP,1
2020-05-18,295.93,297.18,266.2995,292.088,254.2252,DOWN,0
2020-05-19,294.84,296.55,266.4301,293.226,255.2654,UP,1
2020-05-20,295.54,295.04,266.6075,295.136,256.069,DOWN,0
2020-05-21,292.66,292.24,266.7189,294.67,257.0106,UP,1
2020-05-22,294.72,290.44,266.8531,294.738,258.085,DOWN,0
2020-05-26,290.84,298.63,266.9295,293.72,258.8184,UP,1
2020-05-27,300.92,291.17,267.0398,294.936,260.3602,UP,1
2020-05-28,306.13,302.56,267.1915,297.054,262.1652,UP,1
2020-05-29,308.88,307.76,267.3314,300.298,264.2402,UP,1
2020-06-01,312.19,308.65,267.5433,303.792,266.6204,UP,1
2020-06-02,316.48,313.83,267.7603,308.92,269.2842,UP,1
2020-06-03,318.03,315.44,267.9734,312.342,271.986,DOWN,0
2020-06-04,310.08,318.15,268.1262,313.132,274.0878,UP,1
2020-06-05,311.71,310.62,268.2777,313.698,276.0374,DOWN,0
2020-06-08,309.67,308.57,268.4212,313.194,277.6232,DOWN,0
2020-06-09,303.0,309.32,268.5368,310.498,279.0482,UP,1
2020-06-10,321.89,305.46,268.7941,311.27,280.6656,DOWN,0
2020-06-11,298.81,320.2,268.9025,309.016,281.797,UP,1
2020-06-12,302.83,304.96,268.9928,307.24,283.2404,UP,1
2020-06-15,309.22,296.62,269.1111,307.15,284.6308,UP,1
2020-06-16,312.49,315.15,269.2271,309.048,286.1896,UP,1
2020-06-17,316.21,314.86,269.3594,307.912,287.4252,DOWN,0
2020-06-18,313.02,313.69,269.4941,310.754,288.6508,UP,1
2020-06-19,314.67,315.5021,269.623,313.122,289.8496,UP,1
2020-06-22,325.29,314.92,269.7998,316.336,291.1838,UP,1
2020-06-23,327.69,326.89,269.9959,319.376,292.6498,DOWN,0
2020-06-24,319.38,323.3,270.2568,320.01,293.7772,UP,1
2020-06-25,327.39,319.71,270.5556,322.884,295.1686,DOWN,0
2020-06-26,324.86,328.45,270.8249,324.922,296.4434,UP,1
2020-06-29,327.9,328.19,271.1092,325.444,297.6982,UP,1
2020-06-30,330.16,327.61,271.4326,325.938,298.9546,UP,1
2020-07-01,334.54,331.74,271.7771,328.97,300.4608,UP,1
2020-07-02,334.76,338.76,272.0916,330.444,301.7936,UP,1
2020-07-06,339.47,339.45,272.4253,333.366,303.2148,DOWN,0
2020-07-07,337.3,338.28,272.7429,335.246,304.5248,DOWN,0
2020-07-08,336.12,337.93,273.0526,336.438,305.7302,UP,1
2020-07-09,341.17,337.56,273.3795,337.764,307.2686,DOWN,0
2020-07-10,338.25,341.01,273.7101,338.462,308.5788,DOWN,0
2020-07-13,335.14,340.74,274.0118,337.596,309.7296,UP,1
2020-07-14,338.47,332.82,274.3289,337.83,311.084,UP,1
2020-07-15,340.74,340.56,274.6702,338.754,312.4236,DOWN,0
2020-07-16,339.2,339.37,275.0065,338.36,313.566,UP,1
2020-07-17,349.85,339.782,275.4109,340.68,314.8912,UP,1
2020-07-20,361.0,353.51,275.8723,345.852,316.226,UP,1
2020-07-21,363.32,364.16,276.3388,350.822,317.7344,UP,1
2020-07-22,365.23,366.82,276.7819,355.72,319.05,DOWN,0
2020-07-23,360.84,366.32,277.2259,360.048,320.4838,DOWN,0
2020-07-24,359.23,359.54,277.6834,361.924,321.9486,UP,1
2020-07-27,366.67,359.0,278.1572,363.058,323.3822,DOWN,0
2020-07-28,361.65,365.84,278.6043,362.724,324.7276,UP,1
2020-07-29,366.91,363.35,279.0548,363.06,326.1472,UP,1
2020-07-30,374.1,363.8,279.5469,365.712,327.7324,UP,1
2020-07-31,397.75,382.92,280.1244,373.416,329.7766,DOWN,0
2020-08-03,391.99,398.02,280.6865,378.48,331.7632,DOWN,0
2020-08-04,390.25,393.77,281.2271,384.2,333.6738,UP,1
2020-08-05,395.71,393.12,281.7915,389.96,335.7712,DOWN,0
2020-08-06,389.78,394.01,282.346,393.096,337.5484,DOWN,0
2020-08-07,381.76,387.96,282.9006,389.898,339.061,DOWN,0
2020-08-10,377.19,380.83,283.4469,386.938,340.4272,DOWN,0
2020-08-11,374.03,376.2,283.9754,383.694,341.664,UP,1
2020-08-12,384.83,375.02,284.5581,381.518,343.031,UP,1
2020-08-13,385.25,385.98,285.1522,380.612,344.3754,DOWN,0
2020-08-14,379.4,384.78,285.6949,380.14,345.7618,UP,1
2020-08-17,384.39,381.91,286.2476,381.58,347.2154,UP,1
2020-08-18,386.65,384.01,286.7558,384.104,348.755,DOWN,0
2020-08-19,381.5,389.32,287.2789,383.438,350.325,UP,1
2020-08-20,383.33,381.5,287.8023,383.054,351.5538,UP,1
2020-08-21,383.46,382.7,288.3988,383.866,353.2468,DOWN,0
2020-08-24,380.62,384.2283,288.9947,383.112,354.8026,UP,1
