ticker,MPWR US Equity,MPWR US Equity,MPWR US Equity,MPWR US Equity,MPWR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2019-06-04,125.13,123.97,119.334,138.785,130.8393,UP,1
2019-06-05,125.73,126.38,120.978,138.5272,130.7664,DOWN,0
2019-06-06,123.64,125.44,122.022,138.1948,130.681,UP,1
2019-06-07,125.09,124.36,123.75,137.9884,130.5966,UP,1
2019-06-10,130.58,126.24,126.034,137.9142,130.5258,UP,1
2019-06-11,131.17,132.45,127.242,137.8278,130.4538,DOWN,0
2019-06-12,127.55,130.29,127.606,137.572,130.3638,UP,1
2019-06-13,129.95,128.3,128.868,137.4022,130.2774,DOWN,0
2019-06-14,126.41,125.815,129.132,137.0348,130.163,DOWN,0
2019-06-17,126.09,126.75,128.234,136.6818,130.0477,UP,1
2019-06-18,130.47,127.39,128.094,136.3988,129.9528,DOWN,0
2019-06-19,128.34,131.44,128.252,136.049,129.8518,UP,1
2019-06-20,130.32,131.31,128.326,135.7342,129.754,DOWN,0
2019-06-21,128.83,129.89,128.81,135.3338,129.6413,DOWN,0
2019-06-24,127.5,129.46,129.092,134.9066,129.5323,DOWN,0
2019-06-25,124.25,127.51,127.848,134.3468,129.4069,UP,1
2019-06-26,128.76,126.75,127.932,133.8906,129.3108,UP,1
2019-06-27,132.82,129.4,128.432,133.451,129.2422,UP,1
2019-06-28,135.78,133.6,129.822,133.0648,129.1911,UP,1
2019-07-01,138.72,139.69,132.066,132.761,129.1778,DOWN,0
2019-07-02,136.44,138.56,134.504,132.4228,129.1761,DOWN,0
2019-07-03,136.26,136.67,136.004,132.054,129.1664,UP,1
2019-07-05,137.12,135.3,136.864,131.6458,129.1892,DOWN,0
2019-07-08,136.01,135.77,136.91,131.2512,129.2041,UP,1
2019-07-09,138.74,135.52,136.914,130.9264,129.2296,UP,1
2019-07-10,140.79,140.13,137.784,130.6582,129.2573,DOWN,0
2019-07-11,140.67,141.36,138.666,130.3574,129.2961,UP,1
2019-07-12,143.32,141.68,139.906,130.1358,129.3487,UP,1
2019-07-15,143.81,143.72,141.466,129.8886,129.422,DOWN,0
2019-07-16,143.12,143.71,142.342,129.8516,129.5029,DOWN,0
2019-07-17,142.76,143.69,142.736,129.8826,129.5852,UP,1
2019-07-18,145.93,142.91,143.788,130.0328,129.6872,DOWN,0
2019-07-19,144.95,146.5,144.114,130.1868,129.7898,UP,1
2019-07-22,145.31,145.76,144.414,130.3584,129.8923,UP,1
2019-07-23,146.69,146.6,145.128,130.5692,129.9859,UP,1
2019-07-24,153.31,147.09,147.238,131.105,130.1316,DOWN,0
2019-07-25,149.92,152.07,148.036,131.5368,130.2839,UP,1
2019-07-26,150.98,151.35,149.242,131.973,130.4552,DOWN,0
2019-07-29,150.57,150.98,150.294,132.4094,130.6245,UP,1
2019-07-30,150.91,149.2,151.138,132.9336,130.8271,DOWN,0
2019-07-31,148.16,151.1,150.108,133.4718,131.0134,UP,1
2019-08-01,149.75,156.99,150.074,134.0072,131.1924,DOWN,0
2019-08-02,146.61,148.96,149.2,134.5132,131.3555,DOWN,0
2019-08-05,142.24,141.48,147.534,134.9828,131.4752,UP,1
2019-08-06,145.25,144.55,146.402,135.501,131.6071,UP,1
2019-08-07,146.29,142.75,146.028,136.0916,131.7598,UP,1
2019-08-08,152.44,147.52,146.566,136.7902,131.9502,DOWN,0
2019-08-09,149.19,150.98,147.082,137.4056,132.124,DOWN,0
2019-08-12,145.38,147.64,147.71,137.9842,132.2762,UP,1
2019-08-13,151.16,144.49,148.892,138.6242,132.5111,DOWN,0
2019-08-14,143.99,147.09,148.432,139.0014,132.6889,UP,1
2019-08-15,145.14,145.03,146.972,139.3896,132.8516,UP,1
2019-08-16,151.37,145.79,147.408,139.9442,133.0517,UP,1
2019-08-19,153.51,154.0,149.034,140.5126,133.2427,DOWN,0
2019-08-20,152.47,152.77,149.296,140.9504,133.4145,UP,1
2019-08-21,154.42,153.4,151.382,141.4154,133.565,UP,1
2019-08-22,155.37,154.63,153.428,141.9718,133.7204,DOWN,0
2019-08-23,148.1,153.32,152.774,142.3348,133.8483,UP,1
2019-08-26,148.57,150.54,151.786,142.778,133.97,DOWN,0
2019-08-27,146.54,150.0,150.6,143.187,134.0742,UP,1
2019-08-28,147.02,145.69,149.12,143.518,134.1632,UP,1
2019-08-29,150.42,149.73,148.13,143.9596,134.2917,UP,1
2019-08-30,150.56,151.61,148.622,144.3644,134.4479,DOWN,0
2019-09-03,146.27,149.57,148.162,144.7132,134.5743,UP,1
2019-09-04,149.72,148.5,148.798,145.1576,134.7122,UP,1
2019-09-05,156.07,152.6,150.608,145.794,134.8578,DOWN,0
2019-09-06,156.0,155.6,151.724,146.3388,134.9987,DOWN,0
2019-09-09,153.82,156.58,152.376,146.7588,135.1646,DOWN,0
2019-09-10,152.91,153.69,153.704,147.1014,135.3276,UP,1
2019-09-11,157.52,153.68,155.264,147.4774,135.4973,UP,1
2019-09-12,161.32,158.9,156.314,147.975,135.6822,UP,1
2019-09-13,161.55,162.0,157.424,148.4808,135.8551,DOWN,0
2019-09-16,160.3,161.54,158.72,148.9444,136.0385,DOWN,0
2019-09-17,157.9,159.9,159.718,149.3822,136.1831,UP,1
2019-09-18,158.34,158.18,159.882,149.7742,136.3278,DOWN,0
2019-09-19,156.35,159.68,158.888,150.0854,136.4492,DOWN,0
2019-09-20,154.27,155.06,157.432,150.3574,136.5469,UP,1
2019-09-23,157.18,154.69,156.808,150.6346,136.6986,UP,1
2019-09-24,157.28,159.01,156.684,150.904,136.8573,UP,1
2019-09-25,159.96,156.96,157.008,151.2408,137.048,UP,1
2019-09-26,160.22,159.97,157.782,151.59,137.2483,DOWN,0
2019-09-27,156.62,160.67,158.252,151.8038,137.4281,DOWN,0
2019-09-30,155.63,157.49,157.942,152.0174,137.588,DOWN,0
2019-10-01,153.35,157.0,157.156,152.1782,137.7485,DOWN,0
2019-10-02,149.93,151.54,155.15,152.243,137.905,UP,1
2019-10-03,151.73,149.61,153.452,152.2114,138.0949,UP,1
2019-10-04,152.93,152.42,152.714,152.2716,138.2702,DOWN,0
2019-10-07,149.21,152.25,151.43,152.2362,138.4521,DOWN,0
2019-10-08,141.81,147.69,149.122,152.061,138.5974,DOWN,0
2019-10-09,135.15,132.94,146.166,151.7458,138.7211,UP,1
2019-10-10,137.02,133.9,143.224,151.523,138.8731,UP,1
2019-10-11,138.13,139.08,140.264,151.2906,138.9936,UP,1
2019-10-14,142.52,138.31,138.926,151.2088,139.1358,UP,1
2019-10-15,144.61,142.78,139.486,151.2562,139.2838,DOWN,0
2019-10-16,141.86,143.73,140.828,151.1884,139.4119,UP,1
2019-10-17,142.72,142.88,141.968,151.117,139.5483,DOWN,0
2019-10-18,142.11,141.99,142.764,150.9104,139.7158,UP,1
2019-10-21,145.4,143.27,143.34,150.8346,139.8774,DOWN,0
2019-10-22,144.21,145.32,143.26,150.8112,140.0182,UP,1
2019-10-23,150.69,146.0,145.026,150.8018,140.1815,DOWN,0
2019-10-24,150.24,151.55,146.53,150.9268,140.3229,UP,1
2019-10-25,152.33,149.67,148.574,151.0706,140.4706,UP,1
2019-10-28,153.9,154.05,150.274,151.1212,140.6192,DOWN,0
2019-10-29,152.28,153.87,151.888,151.0966,140.7784,DOWN,0
2019-10-30,151.68,153.38,152.086,151.0808,140.9236,DOWN,0
2019-10-31,149.92,151.51,152.022,150.9908,141.0663,UP,1
2019-11-01,155.58,151.1,152.672,150.995,141.2312,UP,1
2019-11-04,161.1,157.29,154.112,151.255,141.4129,UP,1
2019-11-05,162.58,161.21,156.172,151.5352,141.6209,DOWN,0
2019-11-06,160.15,161.91,157.866,151.8074,141.8234,UP,1
2019-11-07,163.36,162.61,160.554,152.1342,142.0062,UP,1
2019-11-08,165.04,162.29,162.446,152.4266,142.1779,DOWN,0
2019-11-11,163.9,163.41,163.006,152.6934,142.3561,DOWN,0
2019-11-12,162.55,164.81,163.0,153.019,142.5366,DOWN,0
2019-11-13,160.27,160.62,163.024,153.23,142.7041,DOWN,0
2019-11-14,160.13,159.18,162.378,153.3112,142.872,UP,1
2019-11-15,162.5,161.9,161.87,153.4412,143.0368,DOWN,0
2019-11-18,161.13,161.74,161.316,153.5874,143.1854,UP,1
2019-11-19,161.76,161.84,161.158,153.7644,143.3319,DOWN,0
2019-11-20,159.15,160.59,160.934,153.797,143.4531,DOWN,0
2019-11-21,158.46,158.67,160.6,153.7398,143.59,DOWN,0
2019-11-22,157.98,159.45,159.696,153.6684,143.7234,UP,1
2019-11-25,164.11,158.83,160.292,153.7446,143.8906,DOWN,0
2019-11-26,162.78,164.05,160.496,153.8422,144.0445,UP,1
2019-11-27,163.19,163.49,161.304,153.9392,144.1891,DOWN,0
2019-11-29,160.68,162.87,161.748,154.0258,144.3125,DOWN,0
2019-12-02,158.0,161.65,161.752,154.1004,144.4101,DOWN,0
2019-12-03,157.44,154.73,160.418,154.1056,144.5152,UP,1
2019-12-04,161.82,159.07,160.226,154.1964,144.641,UP,1
2019-12-05,162.31,163.01,160.05,154.2434,144.7761,UP,1
2019-12-06,165.99,164.72,161.112,154.3588,144.9233,DOWN,0
2019-12-09,164.31,165.67,162.374,154.5126,145.0571,UP,1
2019-12-10,165.12,164.41,163.91,154.7024,145.1995,UP,1
2019-12-11,169.05,165.4,165.356,155.0164,145.3701,UP,1
2019-12-12,173.75,169.74,167.644,155.4928,145.5683,UP,1
2019-12-13,174.6,173.94,169.366,155.9502,145.7604,UP,1
2019-12-16,177.23,176.15,171.95,156.4362,145.964,UP,1
2019-12-17,178.65,178.02,174.656,157.025,146.1718,UP,1
2019-12-18,178.84,178.29,176.614,157.7656,146.3913,UP,1
2019-12-19,179.93,178.94,177.85,158.6612,146.6205,UP,1
2019-12-20,182.89,180.85,179.508,159.5786,146.8634,DOWN,0
2019-12-23,179.07,183.46,179.876,160.3974,147.0713,DOWN,0
2019-12-24,178.34,179.81,179.814,161.1138,147.2745,UP,1
2019-12-26,179.16,178.37,179.878,161.8048,147.4769,DOWN,0
2019-12-27,178.41,178.85,179.574,162.5358,147.6792,DOWN,0
2019-12-30,178.39,177.58,178.674,163.2492,147.8656,DOWN,0
2019-12-31,178.02,178.06,178.464,163.9674,148.0511,UP,1
2020-01-02,180.01,180.12,178.798,164.6596,148.2436,DOWN,0
2020-01-03,176.75,176.74,178.316,165.3104,148.4247,DOWN,0
2020-01-06,174.94,174.13,177.622,165.7954,148.5743,UP,1
2020-01-07,176.57,176.03,177.258,166.322,148.7588,DOWN,0
2020-01-08,176.34,176.7,176.922,166.8022,148.9474,UP,1
2020-01-09,178.72,177.45,176.664,167.2986,149.1397,DOWN,0
2020-01-10,176.87,178.65,176.688,167.7904,149.347,UP,1
2020-01-13,179.31,178.18,177.562,168.343,149.5721,DOWN,0
2020-01-14,178.93,179.3,178.034,168.9232,149.7893,DOWN,0
2020-01-15,178.12,179.1,178.39,169.374,149.9782,UP,1
2020-01-16,180.34,179.56,178.714,169.7588,150.1877,UP,1
2020-01-17,181.61,181.57,179.662,170.1394,150.3719,UP,1
2020-01-21,182.18,181.12,180.236,170.58,150.5641,DOWN,0
2020-01-22,181.71,183.98,180.792,170.947,150.7495,UP,1
2020-01-23,183.03,181.99,181.774,171.3068,150.9355,UP,1
2020-01-24,183.29,184.0,182.364,171.6946,151.1217,DOWN,0
2020-01-27,176.05,178.0,181.252,171.9646,151.2577,UP,1
2020-01-28,180.28,178.06,180.872,172.3648,151.4148,DOWN,0
2020-01-29,177.5,180.28,180.03,172.7122,151.5411,UP,1
2020-01-30,178.5,176.53,179.124,173.0322,151.6757,DOWN,0
2020-01-31,171.17,176.95,176.7,173.233,151.7576,UP,1
2020-02-03,175.21,172.42,176.532,173.502,151.8582,UP,1
2020-02-04,182.62,179.84,177.0,173.9714,152.0017,UP,1
2020-02-05,186.99,185.28,178.898,174.542,152.1699,DOWN,0
2020-02-06,181.86,187.15,179.57,175.0196,152.3057,DOWN,0
2020-02-07,180.21,180.46,181.378,175.3416,152.4191,UP,1
2020-02-10,184.19,176.73,183.174,175.7698,152.5614,UP,1
2020-02-11,189.52,185.0,184.554,176.2964,152.7341,UP,1
2020-02-12,190.73,190.45,185.302,176.8974,152.9167,UP,1
2020-02-13,191.43,188.43,187.216,177.566,153.0953,DOWN,0
2020-02-14,191.19,192.59,189.412,178.241,153.2793,DOWN,0
2020-02-18,185.33,187.81,189.64,178.7112,153.4251,UP,1
2020-02-19,187.46,184.3,189.228,179.2142,153.6375,DOWN,0
2020-02-20,184.06,186.94,187.894,179.5756,153.8518,DOWN,0
2020-02-21,176.63,182.68,184.934,179.822,154.0428,DOWN,0
2020-02-24,165.87,168.47,179.87,179.837,154.1859,DOWN,0
2020-02-25,164.54,167.95,175.712,179.7468,154.325,DOWN,0
2020-02-26,164.22,165.07,171.064,179.5562,154.4653,DOWN,0
2020-02-27,157.22,159.19,165.696,179.2086,154.6188,UP,1
2020-02-28,158.64,150.97,162.098,178.8368,154.7704,UP,1
2020-03-02,164.12,160.86,161.748,178.5462,154.9451,DOWN,0
2020-03-03,162.21,165.19,161.282,178.2136,155.1124,UP,1
2020-03-04,171.54,165.48,162.746,178.0458,155.3466,UP,1
2020-03-05,172.33,169.37,165.768,177.8346,155.602,DOWN,0
2020-03-06,166.06,167.1,167.252,177.5744,155.8174,DOWN,0
2020-03-09,148.51,151.36,164.13,176.9778,155.9534,UP,1
2020-03-10,163.62,154.19,164.412,176.667,156.1777,DOWN,0
2020-03-11,155.8,159.86,161.264,176.2148,156.36,DOWN,0
2020-03-12,145.99,145.3,155.996,175.5668,156.5062,UP,1
2020-03-13,170.56,155.19,156.896,175.4176,156.7714,DOWN,0
2020-03-16,135.97,151.5,154.388,174.5368,156.8592,UP,1
2020-03-17,159.1,139.25,153.484,174.1838,157.0724,DOWN,0
2020-03-18,141.63,145.78,150.65,173.5176,157.1848,UP,1
2020-03-19,150.44,141.55,151.54,172.995,157.3113,DOWN,0
2020-03-20,135.22,151.6,144.472,172.1726,157.3588,UP,1
2020-03-23,139.85,138.4,145.248,171.3952,157.4398,UP,1
2020-03-24,162.49,150.7,145.926,171.1076,157.6268,DOWN,0
2020-03-25,158.31,162.33,149.262,170.6876,157.7655,UP,1
2020-03-26,174.78,159.53,154.13,170.6046,157.9835,DOWN,0
2020-03-27,161.7,168.1,159.426,170.2762,158.1543,UP,1
2020-03-30,165.19,163.89,164.494,169.9732,158.3305,UP,1
2020-03-31,167.46,163.98,165.488,169.6902,158.5357,DOWN,0
2020-04-01,159.42,160.56,165.71,169.235,158.7024,DOWN,0
2020-04-02,157.52,158.86,162.258,168.7512,158.8376,DOWN,0
2020-04-03,153.42,156.49,160.602,168.159,158.963,UP,1
2020-04-06,170.0,160.63,161.564,167.8932,159.1614,DOWN,0
2020-04-07,166.85,170.0,161.442,167.7092,159.3515,UP,1
2020-04-08,173.48,170.46,164.254,167.5732,159.5814,DOWN,0
2020-04-09,167.93,175.75,166.336,167.3818,159.7998,UP,1
2020-04-13,171.9,167.58,170.032,167.2498,160.0155,UP,1
2020-04-14,183.88,176.19,172.808,167.504,160.2708,DOWN,0
2020-04-15,178.51,178.97,175.14,167.57,160.4845,UP,1
2020-04-16,183.8,180.59,177.204,167.5936,160.7099,UP,1
2020-04-17,185.77,185.0,180.772,167.5692,160.9565,DOWN,0
2020-04-20,184.23,182.45,183.238,167.6166,161.1964,DOWN,0
2020-04-21,177.13,181.49,181.888,167.555,161.3964,UP,1
2020-04-22,184.78,183.04,183.142,167.5668,161.6403,DOWN,0
2020-04-23,181.27,184.83,182.636,167.4018,161.8529,UP,1
2020-04-24,186.04,183.6,182.69,167.308,162.0792,UP,1
2020-04-27,193.87,189.25,184.618,167.3568,162.3452,DOWN,0
2020-04-28,191.31,196.0,187.454,167.3592,162.5851,UP,1
2020-04-29,203.55,198.98,191.208,167.7236,162.8838,DOWN,0
2020-04-30,199.91,202.21,194.936,167.9726,163.1678,DOWN,0
2020-05-01,189.0,195.4,195.528,168.0714,163.399,UP,1
2020-05-04,189.77,186.61,194.708,168.3342,163.6182,UP,1
2020-05-05,196.94,194.73,195.834,168.9556,163.8781,UP,1
2020-05-06,200.75,200.61,195.274,169.6798,164.1553,UP,1
2020-05-07,203.07,204.2,195.906,170.4568,164.4372,UP,1
2020-05-08,211.27,204.72,200.36,171.5378,164.727,DOWN,0
2020-05-11,210.5,209.74,204.506,172.575,165.0299,DOWN,0
2020-05-12,209.5,211.05,207.018,173.4826,165.3225,DOWN,0
2020-05-13,199.78,209.54,206.824,174.234,165.5686,UP,1
2020-05-14,200.96,198.07,206.402,174.8224,165.8188,DOWN,0
2020-05-15,193.01,196.0,202.75,175.236,166.0431,UP,1
2020-05-18,204.82,197.7,201.614,176.0112,166.3184,DOWN,0
2020-05-19,201.81,204.3,200.076,177.0772,166.5944,UP,1
2020-05-20,209.51,205.84,202.022,177.995,166.9308,DOWN,0
2020-05-21,202.44,207.14,202.318,178.9278,167.2167,DOWN,0
2020-05-22,202.18,203.1,204.152,180.0516,167.4962,UP,1
2020-05-26,204.89,208.29,204.166,180.7382,167.7584,UP,1
2020-05-27,209.76,206.77,205.756,182.214,168.0613,DOWN,0
2020-05-28,205.15,210.86,204.884,183.135,168.3601,UP,1
2020-05-29,209.75,207.42,206.346,184.4974,168.6531,UP,1
2020-06-01,213.39,208.44,208.588,185.7564,169.0001,UP,1
2020-06-02,219.47,213.63,211.504,187.4414,169.3717,UP,1
2020-06-03,227.41,221.65,215.034,189.1926,169.7519,UP,1
2020-06-04,229.08,224.88,219.82,190.5244,170.1298,UP,1
2020-06-05,235.15,232.53,224.9,192.0612,170.5432,DOWN,0
2020-06-08,229.64,237.03,228.15,193.1584,170.9193,DOWN,0
2020-06-09,226.52,226.6,229.56,194.4548,171.275,UP,1
2020-06-10,229.85,227.72,230.048,195.748,171.6838,DOWN,0
2020-06-11,211.0,223.21,226.432,196.6188,171.9959,UP,1
2020-06-12,214.0,216.26,222.202,197.7104,172.3332,UP,1
2020-06-15,219.82,209.83,220.238,198.9564,172.6972,UP,1
2020-06-16,223.4,225.42,219.614,200.356,173.0621,UP,1
2020-06-17,225.31,226.09,218.706,201.4622,173.4359,DOWN,0
2020-06-18,223.0,225.69,221.106,202.5852,173.8195,DOWN,0
2020-06-19,221.84,225.95,222.674,203.5524,174.1801,UP,1
2020-06-22,226.66,224.46,224.042,204.727,174.5331,DOWN,0
2020-06-23,226.44,228.98,224.65,205.8178,174.8853,DOWN,0
2020-06-24,219.93,225.86,223.574,206.5388,175.2158,UP,1
2020-06-25,228.58,221.32,224.69,207.5402,175.5942,DOWN,0
2020-06-26,226.25,229.41,225.572,208.3892,175.9378,UP,1
2020-06-29,229.95,224.59,226.23,209.2728,176.281,UP,1
2020-06-30,237.0,230.62,228.342,210.3282,176.6582,DOWN,0
2020-07-01,235.55,236.21,231.466,211.4966,177.0345,UP,1
2020-07-02,237.13,237.57,233.176,212.5436,177.4306,UP,1
2020-07-06,242.14,241.99,236.354,213.761,177.8496,UP,1
2020-07-07,244.0,242.43,239.164,214.9202,178.2879,UP,1
2020-07-08,247.53,246.86,241.27,215.9934,178.7542,UP,1
2020-07-09,249.48,250.09,244.056,217.1568,179.2157,DOWN,0
2020-07-10,247.91,251.46,246.212,218.044,179.6688,DOWN,0
2020-07-13,242.42,251.23,246.268,218.8942,180.0811,UP,1
2020-07-14,249.52,241.58,247.372,220.1046,180.5276,DOWN,0
2020-07-15,246.72,250.27,247.21,221.2436,180.9781,DOWN,0
2020-07-16,245.54,245.07,246.422,222.2156,181.4277,UP,1
2020-07-17,249.42,247.41,246.724,223.189,181.908,UP,1
2020-07-20,252.56,249.34,248.752,224.1788,182.4212,DOWN,0
2020-07-21,248.71,254.01,248.59,224.9276,182.9061,UP,1
2020-07-22,249.26,249.53,249.098,225.7028,183.3877,DOWN,0
2020-07-23,245.2,249.93,249.03,226.4168,183.8677,DOWN,0
2020-07-24,245.13,243.22,248.172,227.3238,184.3843,UP,1
2020-07-27,253.89,248.54,248.438,228.3824,184.978,DOWN,0
2020-07-28,247.48,253.54,248.192,229.4718,185.5303,UP,1
2020-07-29,263.88,252.78,251.116,230.653,186.159,UP,1
2020-07-30,269.75,261.39,256.026,232.0118,186.7952,DOWN,0
2020-07-31,265.01,271.62,260.002,233.1218,187.3972,UP,1
2020-08-03,268.44,268.68,262.912,234.4418,188.0301,UP,1
2020-08-04,275.62,267.76,268.54,235.9106,188.6946,UP,1
2020-08-05,278.04,277.11,271.372,237.3736,189.3742,UP,1
2020-08-06,282.5,277.29,273.922,238.8284,190.0597,DOWN,0
2020-08-07,278.73,281.93,276.666,240.3,190.7323,DOWN,0
2020-08-10,272.14,278.11,277.406,241.5478,191.3396,DOWN,0
2020-08-11,270.18,269.62,276.318,242.6836,191.9393,UP,1
2020-08-12,280.0,273.27,276.71,243.8942,192.5776,DOWN,0
2020-08-13,279.12,280.0,276.034,244.9284,193.2037,DOWN,0
2020-08-14,275.86,280.19,275.46,245.864,193.8216,UP,1
2020-08-17,281.38,279.22,277.308,246.7886,194.4701,DOWN,0
2020-08-18,275.4,281.38,278.352,247.7038,195.0975,DOWN,0
2020-08-19,274.49,276.21,277.25,248.6632,195.6921,DOWN,0
2020-08-20,270.81,271.86,275.588,249.4824,196.2406,UP,1
2020-08-21,272.75,270.81,274.966,250.7174,196.7915,DOWN,0
2020-08-24,268.11,275.79,272.312,251.7996,197.3313,UP,1
2020-08-25,271.57,268.67,271.546,252.8346,197.8723,DOWN,0
2020-08-26,269.55,272.11,270.558,253.7576,198.3949,DOWN,0
2020-08-27,264.01,270.25,269.198,254.5316,198.8954,UP,1
2020-08-28,269.46,264.12,268.54,255.4608,199.43,DOWN,0
2020-08-31,267.13,269.72,268.344,256.3666,199.9643,UP,1
2020-09-01,272.62,268.0,268.554,257.2858,200.5267,UP,1
2020-09-02,282.85,276.32,271.214,258.414,201.1285,DOWN,0
2020-09-03,263.09,278.35,271.03,259.2772,201.6383,DOWN,0
2020-09-04,255.81,263.22,268.3,259.8218,202.1085,DOWN,0
2020-09-08,242.63,246.02,263.4,260.1494,202.5259,UP,1
2020-09-09,246.56,248.12,258.188,260.4816,202.9664,DOWN,0
2020-09-10,243.19,248.5,250.256,260.6054,203.3925,DOWN,0
2020-09-11,237.03,242.46,245.044,260.635,203.7571,UP,1
2020-09-14,247.6,242.78,243.402,260.8444,204.1812,UP,1
2020-09-15,258.67,257.18,246.61,261.175,204.6586,DOWN,0
2020-09-16,250.24,260.83,247.346,261.2998,205.1064,UP,1
2020-09-17,252.11,244.03,249.13,261.3914,205.5769,UP,1
2020-09-18,253.94,254.13,252.512,261.4806,206.0594,UP,1
2020-09-21,255.97,248.78,254.186,261.6418,206.5302,UP,1
2020-09-22,259.48,257.99,254.348,261.983,207.016,DOWN,0
2020-09-23,252.06,258.43,254.712,262.0338,207.4464,UP,1
2020-09-24,259.59,250.01,256.208,262.2912,207.9228,UP,1
2020-09-25,265.18,259.58,258.456,262.684,208.4231,UP,1
2020-09-28,274.88,272.09,262.238,263.1932,208.9522,UP,1
2020-09-29,276.61,273.28,265.664,263.6742,209.4665,UP,1
2020-09-30,279.61,275.46,271.174,264.2922,209.9916,UP,1
2020-10-01,280.34,280.85,275.324,264.9138,210.5071,DOWN,0
2020-10-02,272.37,274.73,276.762,265.4572,210.9757,UP,1
2020-10-05,282.5,274.84,278.286,266.2046,211.494,UP,1
2020-10-06,286.51,281.59,280.266,266.857,212.0269,UP,1
2020-10-07,298.32,292.82,284.008,267.8738,212.6041,UP,1
2020-10-08,303.0,299.0,288.54,268.6562,213.2237,UP,1
2020-10-09,315.46,305.7,297.158,269.5704,213.9093,UP,1
2020-10-12,316.2,319.64,303.898,270.5942,214.5945,DOWN,0
2020-10-13,315.48,315.87,309.692,271.535,215.2799,DOWN,0
2020-10-14,314.39,315.48,312.906,272.3104,215.9599,UP,1
2020-10-15,320.93,309.18,316.492,273.1682,216.6744,DOWN,0
2020-10-16,315.21,324.14,316.442,273.8224,217.3504,DOWN,0
2020-10-19,312.41,317.74,315.684,274.496,218.0287,UP,1
2020-10-20,315.92,313.53,315.772,275.3716,218.7336,DOWN,0
2020-10-21,311.18,317.23,315.13,276.1916,219.4067,UP,1
2020-10-22,314.83,311.88,313.91,276.8882,220.0991,UP,1
2020-10-23,321.45,316.37,315.158,277.7348,220.8128,DOWN,0
2020-10-26,316.95,317.9,316.066,278.5566,221.5132,UP,1
2020-10-27,319.88,319.34,316.858,279.3266,222.216,DOWN,0
2020-10-28,303.76,313.54,315.374,279.8938,222.8402,UP,1
2020-10-29,318.63,304.7,316.134,280.7766,223.5427,UP,1
2020-10-30,319.6,307.62,315.764,281.7524,224.239,DOWN,0
2020-11-02,315.26,325.84,315.426,282.6026,224.9073,DOWN,0
2020-11-03,314.39,319.8,314.328,283.5282,225.5683,UP,1
2020-11-04,335.86,319.49,320.748,284.814,226.3391,UP,1
2020-11-05,356.6,342.25,328.342,286.555,227.2069,UP,1
2020-11-06,357.18,356.3,335.858,288.4184,228.0764,DOWN,0
2020-11-09,316.84,356.8,336.174,289.366,228.7803,DOWN,0
2020-11-10,309.76,314.56,335.248,290.2186,229.4277,UP,1
2020-11-11,317.44,313.53,331.564,291.115,230.1274,DOWN,0
2020-11-12,310.75,318.78,322.394,291.673,230.7887,DOWN,0
2020-11-13,306.95,314.92,312.348,292.5502,231.4676,DOWN,0
2020-11-16,306.0,304.86,310.18,293.554,232.1215,DOWN,0
2020-11-17,302.85,306.13,308.798,294.7584,232.7227,DOWN,0
2020-11-18,300.11,302.69,305.332,295.8294,233.2883,UP,1
2020-11-19,312.32,301.1,305.646,297.212,233.9406,UP,1
2020-11-20,315.73,313.21,307.402,298.786,234.6182,UP,1
2020-11-23,318.9,317.36,309.982,300.212,235.2917,DOWN,0
2020-11-24,304.69,318.42,310.35,301.1324,235.8676,UP,1
2020-11-25,306.42,309.875,311.612,302.256,236.446,UP,1
2020-11-27,328.14,313.21,314.776,303.7766,237.1296,DOWN,0
2020-11-30,319.96,330.87,315.622,305.097,237.7734,DOWN,0
2020-12-01,319.8,322.19,315.802,306.3736,238.4458,UP,1
2020-12-02,320.83,319.08,319.03,307.6006,239.1126,UP,1
2020-12-03,324.14,319.23,322.574,309.0422,239.813,DOWN,0
2020-12-04,321.38,323.4,321.222,310.278,240.5368,UP,1
2020-12-07,322.44,321.6,321.718,311.4232,241.3196,UP,1
2020-12-08,323.49,321.88,322.456,312.3954,242.1144,DOWN,0
2020-12-09,308.61,321.45,320.012,313.0354,242.8363,DOWN,0
2020-12-10,307.27,307.39,316.638,313.5886,243.5866,DOWN,0
2020-12-11,306.57,306.36,313.676,314.1132,244.3262,UP,1
2020-12-14,319.46,310.96,313.08,315.055,245.1029,UP,1
2020-12-15,331.56,322.46,314.694,316.0362,245.9497,UP,1
2020-12-16,332.03,333.6,319.378,316.9466,246.7521,UP,1
2020-12-17,341.47,334.44,326.218,317.8096,247.5978,UP,1
2020-12-18,348.23,345.07,334.55,318.7142,248.5087,DOWN,0
2020-12-21,346.57,343.44,339.972,319.3364,249.499,UP,1
2020-12-22,354.06,347.47,344.472,320.0936,250.4512,DOWN,0
2020-12-23,353.89,355.97,348.844,320.8618,251.4416,UP,1
2020-12-24,357.07,356.83,351.964,321.7154,252.497,UP,1
2020-12-28,360.46,362.78,354.41,322.506,253.4465,DOWN,0
2020-12-29,352.19,361.56,355.534,323.2456,254.5276,UP,1
2020-12-30,360.73,355.19,356.868,324.212,255.5358,UP,1
2020-12-31,366.23,363.38,359.336,325.2182,256.6588,DOWN,0
2021-01-04,364.82,371.895,360.886,326.291,257.7307,UP,1
