ticker,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,UNP US Equity,Close Tomorrow
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,
date,,,,,,
2019-07-22,173.58,175.29,160.9708,172.566,170.654,173.22
2019-07-23,173.22,174.1,161.0216,172.18,170.6,174.37
2019-07-24,174.37,171.77,161.0712,174.144,170.6516,173.21
2019-07-25,173.21,174.06,161.1184,173.936,170.626,174.23
2019-07-26,174.23,174.57,161.1668,173.722,170.6352,177.5
2019-07-29,177.5,174.12,161.2423,174.506,170.6726,179.3
2019-07-30,179.3,176.84,161.3665,175.722,170.7662,179.95
2019-07-31,179.95,178.15,161.5058,176.838,170.8704,175.01
2019-08-01,175.01,177.35,161.6176,177.198,170.8698,173.52
2019-08-02,173.52,174.08,161.7243,177.056,170.851,166.84
2019-08-05,166.84,170.68,161.7927,174.924,170.7348,168.33
2019-08-06,168.33,168.12,161.8849,172.73,170.658,166.92
2019-08-07,166.92,166.42,161.9769,170.124,170.6002,169.7
2019-08-08,169.7,168.15,162.0819,169.062,170.6142,168.01
2019-08-09,168.01,168.6,162.1879,167.96,170.5848,165.67
2019-08-12,165.67,167.2,162.2966,167.726,170.5626,168.78
2019-08-13,168.78,165.14,162.4382,167.816,170.6114,163.7
2019-08-14,163.7,166.04,162.536,167.172,170.4772,162.45
2019-08-15,162.45,163.64,162.6346,165.722,170.2766,166.25
2019-08-16,166.25,164.11,162.7591,165.37,170.1882,168.76
2019-08-19,168.76,168.95,162.8715,165.988,170.124,167.56
2019-08-20,167.56,168.7,162.9782,165.744,170.0274,168.53
2019-08-21,168.53,168.51,163.0849,166.71,169.9778,166.07
2019-08-22,166.07,169.08,163.1725,167.434,169.8746,159.98
2019-08-23,159.98,165.11,163.2295,166.18,169.7312,159.11
2019-08-26,159.11,161.46,163.2742,164.25,169.5736,157.47
2019-08-27,157.47,160.71,163.2973,162.232,169.4282,158.4
2019-08-28,158.4,157.47,163.3273,160.206,169.2854,161.73
2019-08-29,161.73,159.44,163.3847,159.338,169.2014,161.96
2019-08-30,161.96,162.41,163.4557,159.734,169.092,159.33
2019-09-03,159.33,161.05,163.5093,159.778,168.9012,160.08
2019-09-04,160.08,160.24,163.567,160.3,168.7578,166.13
2019-09-05,166.13,162.45,163.6404,161.846,168.7532,164.6
2019-09-06,164.6,166.41,163.7064,162.42,168.7286,166.12
2019-09-09,166.12,165.12,163.7838,163.252,168.7308,167.57
2019-09-10,167.57,165.35,163.9138,164.9,168.7,167.3
2019-09-11,167.3,167.85,164.0298,166.344,168.616,167.71
2019-09-12,167.71,167.71,164.1507,166.66,168.5456,171.45
2019-09-13,171.45,169.33,164.2941,168.03,168.5386,168.95
2019-09-16,168.95,168.81,164.402,168.596,168.517,166.9
2019-09-17,166.9,168.89,164.4766,168.462,168.4632,167.87
2019-09-18,167.87,166.17,164.5635,168.576,168.4286,167.11
2019-09-19,167.11,167.87,164.6302,168.456,168.3794,166.38
2019-09-20,166.38,168.22,164.6764,167.442,168.272,166.05
2019-09-23,166.05,166.0,164.7415,166.862,168.112,165.08
2019-09-24,165.08,167.09,164.8085,166.498,167.9598,163.6
2019-09-25,163.6,165.29,164.8893,165.644,167.7288,163.73
2019-09-26,163.73,163.86,164.9677,164.968,167.7124,162.69
2019-09-27,162.69,164.33,165.042,164.23,167.4812,161.98
2019-09-30,161.98,164.02,165.1152,163.416,167.2148,155.95
2019-10-01,155.95,162.87,165.1657,161.59,166.8622,152.02
2019-10-02,152.02,154.5,165.213,159.274,166.4382,153.67
2019-10-03,153.67,152.45,165.2833,157.262,166.0242,156.32
2019-10-04,156.32,154.0,165.366,155.988,165.6864,155.91
2019-10-07,155.91,155.45,165.4611,154.774,165.32,151.47
2019-10-08,151.47,154.35,165.5451,153.878,164.7994,153.23
2019-10-09,153.23,152.94,165.6485,154.12,164.278,155.77
2019-10-10,155.77,152.88,165.7863,154.54,163.7944,161.39
2019-10-11,161.39,157.9,165.9132,155.554,163.522,159.55
2019-10-14,159.55,160.52,166.0252,156.282,163.2426,163.14
2019-10-15,163.14,160.41,166.157,158.616,163.1686,163.31
2019-10-16,163.31,162.94,166.2824,160.632,163.0682,163.68
2019-10-17,163.68,162.11,166.4119,162.214,163.0034,161.5
2019-10-18,161.5,163.18,166.556,162.236,162.8394,167.07
2019-10-21,167.07,162.2,166.7024,163.74,162.8206,170.77
2019-10-22,170.77,167.03,166.863,165.266,162.9226,170.03
2019-10-23,170.03,169.94,166.9594,166.61,162.9476,170.39
2019-10-24,170.39,170.86,167.0596,167.952,163.0814,172.33
2019-10-25,172.33,170.39,167.1479,170.118,163.279,170.75
2019-10-28,170.75,172.87,167.2356,170.854,163.369,170.19
2019-10-29,170.19,169.72,167.3171,170.738,163.3976,167.95
2019-10-30,167.95,169.22,167.3945,170.322,163.4054,165.46
2019-10-31,165.46,167.35,167.4619,169.336,163.344,172.53
2019-11-01,172.53,167.2,167.5514,169.376,163.4732,176.63
2019-11-04,176.63,173.25,167.6428,170.552,163.8062,177.77
2019-11-05,177.77,176.63,167.7566,172.068,164.1794,176.34
2019-11-06,176.34,177.69,167.8666,173.746,164.5568,177.01
2019-11-07,177.01,177.68,167.95,176.056,164.929,176.1
2019-11-08,176.1,176.41,168.0257,176.77,165.2164,176.8
2019-11-11,176.8,174.91,168.1102,176.804,165.5132,175.47
2019-11-12,175.47,176.39,168.1867,176.344,165.836,175.54
2019-11-13,175.54,174.31,168.2603,176.184,166.1452,174.77
2019-11-14,174.77,175.54,168.3388,175.736,166.318,176.27
2019-11-15,176.27,175.18,168.4218,175.77,166.5514,176.25
2019-11-18,176.25,175.82,168.4974,175.66,166.754,177.17
2019-11-19,177.17,176.07,168.5768,176.0,166.946,174.09
2019-11-20,174.09,176.66,168.6435,175.71,167.0818,174.17
2019-11-21,174.17,173.84,168.7065,175.59,167.211,175.94
2019-11-22,175.94,174.68,168.7776,175.524,167.3008,179.9
2019-11-25,179.9,176.18,168.8554,176.254,167.5198,178.09
2019-11-26,178.09,179.26,168.9106,176.438,167.7436,177.19
2019-11-27,177.19,177.48,168.9521,177.058,167.93,175.99
2019-11-29,175.99,176.55,168.9839,177.422,168.1076,173.0
2019-12-02,173.0,175.86,168.9977,176.834,168.24,168.0
2019-12-03,168.0,170.9,168.9811,174.454,168.279,171.46
2019-12-04,171.46,169.17,168.9834,173.128,168.4066,170.49
2019-12-05,170.49,171.61,168.985,171.788,168.5444,172.0
2019-12-06,172.0,172.31,168.9947,170.99,168.7098,171.36
2019-12-09,171.36,171.29,169.0038,170.662,168.8832,171.85
2019-12-10,171.85,170.83,169.0123,171.432,169.0806,174.45
2019-12-11,174.45,172.78,169.0392,172.03,169.4506,175.22
2019-12-12,175.22,174.09,169.0768,172.976,169.9146,177.03
2019-12-13,177.03,175.83,169.1248,173.982,170.3818,180.09
2019-12-16,180.09,178.29,169.1884,175.728,170.8572,177.39
2019-12-17,177.39,179.74,169.2414,176.836,171.2868,178.22
2019-12-18,178.22,177.75,169.303,177.59,171.8218,177.47
2019-12-19,177.47,177.85,169.3656,178.04,172.3066,180.4
2019-12-20,180.4,178.81,169.4461,178.714,172.7992,179.42
2019-12-23,179.42,180.4,169.5152,178.58,173.1598,179.89
2019-12-24,179.89,179.76,169.5905,179.08,173.5666,180.81
2019-12-26,180.81,180.36,169.6604,179.598,173.92,181.41
2019-12-27,181.41,181.0,169.7416,180.386,174.282,180.15
2019-12-30,180.15,181.15,169.8174,180.336,174.6114,180.79
2019-12-31,180.79,179.96,169.8901,180.61,174.9972,182.27
2020-01-02,182.27,180.95,169.9977,181.086,175.3012,180.98
2020-01-03,180.98,179.54,170.0976,181.12,175.5054,179.43
2020-01-06,179.43,179.7,170.1817,180.724,175.6934,178.07
2020-01-07,178.07,179.23,170.269,180.308,175.847,180.02
2020-01-08,180.02,177.89,170.3616,180.154,176.0008,179.1
2020-01-09,179.1,180.51,170.448,179.52,176.1678,177.94
2020-01-10,177.94,179.1,170.5227,178.912,176.3228,179.9
2020-01-13,179.9,177.99,170.5962,179.006,176.5618,180.8
2020-01-14,180.8,180.5,170.6642,179.552,176.8686,180.8
2020-01-15,180.8,181.63,170.7136,179.708,177.034,183.9
2020-01-16,183.9,181.56,170.7842,180.668,177.1794,185.32
2020-01-17,185.32,183.68,170.8627,182.144,177.3304,182.46
2020-01-21,182.46,184.16,170.9311,182.656,177.4528,180.93
2020-01-22,180.93,183.27,170.9921,182.682,177.5312,187.19
2020-01-23,187.19,183.5,171.0846,183.96,177.753,185.68
2020-01-24,185.68,186.14,171.1826,184.316,177.9306,178.47
2020-01-27,178.47,182.03,171.2432,182.946,177.9906,179.64
2020-01-28,179.64,180.27,171.308,182.382,178.0726,181.78
2020-01-29,181.78,181.6,171.3694,182.552,178.2128,183.07
2020-01-30,183.07,179.67,171.4466,181.728,178.3488,179.42
2020-01-31,179.42,181.69,171.5038,180.476,178.4122,180.29
2020-02-03,180.29,180.87,171.5589,180.84,178.4746,183.24
2020-02-04,183.24,182.7,171.5918,181.56,178.6576,185.09
2020-02-05,185.09,185.85,171.6286,182.222,178.876,186.11
2020-02-06,186.11,186.81,171.6755,182.83,179.0794,183.83
2020-02-07,183.83,184.76,171.7105,183.712,179.158,184.67
2020-02-10,184.67,181.99,171.7564,184.588,179.2896,183.3
2020-02-11,183.3,185.67,171.7868,184.6,179.4118,184.86
2020-02-12,184.86,184.82,171.829,184.554,179.5892,184.64
2020-02-13,184.64,183.96,171.867,184.26,179.822,184.0
2020-02-14,184.0,184.56,171.9102,184.294,180.142,182.1
2020-02-18,182.1,183.46,171.9413,183.78,180.3548,183.5
2020-02-19,183.5,182.98,171.9628,183.82,180.615,183.4
2020-02-20,183.4,183.33,171.994,183.528,180.843,181.72
2020-02-21,181.72,182.12,172.0288,182.944,181.0502,176.8
2020-02-24,176.8,176.19,172.0349,181.504,181.1492,170.89
2020-02-25,170.89,177.45,172.0112,179.262,181.078,165.75
2020-02-26,165.75,169.63,171.9604,175.712,180.8886,159.62
2020-02-27,159.62,160.46,171.8995,170.956,180.5404,159.81
2020-02-28,159.81,155.01,171.8261,166.574,180.1348,160.34
2020-03-02,160.34,160.59,171.759,163.282,179.7938,157.34
2020-03-03,157.34,160.7,171.6675,160.572,179.3762,162.17
2020-03-04,162.17,159.85,171.6053,159.856,179.0702,154.96
2020-03-05,154.96,157.64,171.5064,158.924,178.5614,156.09
2020-03-06,156.09,149.52,171.4116,158.18,178.0948,135.84
2020-03-09,135.84,145.2,171.2185,153.28,177.2138,146.82
2020-03-10,146.82,141.83,171.0894,151.176,176.534,141.56
2020-03-11,141.56,142.02,170.9363,147.054,175.737,132.05
2020-03-12,132.05,130.15,170.7475,142.472,174.775,143.85
2020-03-13,143.85,139.55,170.6218,140.024,174.0362,125.1
2020-03-16,125.1,128.05,170.3999,137.876,172.8928,128.63
2020-03-17,128.63,127.33,170.2091,134.238,171.8458,115.08
2020-03-18,115.08,120.77,169.9528,128.942,170.5588,121.65
2020-03-19,121.65,114.28,169.709,126.862,169.4304,117.84
2020-03-20,117.84,124.1,169.4358,121.66,168.1868,114.04
2020-03-23,114.04,110.39,169.1527,119.448,166.8856,128.87
2020-03-24,128.87,121.36,168.9372,119.496,165.9042,132.91
2020-03-25,132.91,127.38,168.7398,123.062,164.9644,142.49
2020-03-26,142.49,137.03,168.5972,127.23,164.1982,139.05
2020-03-27,139.05,135.62,168.4363,131.472,163.3632,140.2
2020-03-30,140.2,137.54,168.3015,136.704,162.4892,141.04
2020-03-31,141.04,137.72,168.1718,139.138,161.6036,136.49
2020-04-01,136.49,134.03,168.0305,139.854,160.6842,141.8
2020-04-02,141.8,135.27,167.9118,139.716,159.9016,138.57
2020-04-03,138.57,140.87,167.775,139.62,158.9292,147.85
2020-04-06,147.85,145.78,167.6771,141.15,158.1726,145.76
2020-04-07,145.76,152.33,167.5616,142.094,157.5184,149.62
2020-04-08,149.62,147.52,167.4734,144.72,156.918,148.73
2020-04-09,148.73,151.26,167.3853,146.106,156.257,146.9
2020-04-13,146.9,147.84,167.2906,147.772,155.5336,148.97
2020-04-14,148.97,149.09,167.2054,147.996,154.9246,146.66
2020-04-15,146.66,145.26,167.0932,148.176,154.252,143.99
2020-04-16,143.99,146.58,166.9556,147.05,153.467,149.89
2020-04-17,149.89,148.59,166.8489,147.282,152.763,146.61
2020-04-20,146.61,147.31,166.723,147.224,151.973,144.41
2020-04-21,144.41,142.51,166.5949,146.312,151.1846,147.1
2020-04-22,147.1,146.53,166.4824,146.4,150.4332,152.29
2020-04-23,152.29,156.92,166.3959,148.06,149.813,156.09
2020-04-24,156.09,156.48,166.3285,149.3,149.2376,158.96
2020-04-27,158.96,159.89,166.2645,151.77,148.724,161.36
2020-04-28,161.36,161.52,166.2011,155.16,148.2712,163.05
2020-04-29,163.05,165.16,166.1529,158.35,147.8902,159.79
2020-04-30,159.79,160.54,166.0761,159.85,147.416,156.64
2020-05-01,156.64,157.7,166.0365,159.96,146.8808,154.82
2020-05-04,154.82,155.14,165.9394,159.132,146.3428,156.38
2020-05-05,156.38,156.57,165.8447,158.136,145.9344,154.3
2020-05-06,154.3,156.58,165.7483,156.386,145.6026,156.22
2020-05-07,156.22,156.56,165.6633,155.672,145.412,158.26
2020-05-08,158.26,158.69,165.5828,155.996,145.3848,156.85
2020-05-11,156.85,156.68,165.501,156.402,145.3256,153.99
2020-05-12,153.99,156.32,165.3998,155.924,145.1986,152.74
2020-05-13,152.74,152.94,165.276,155.612,145.1066,152.44
2020-05-14,152.44,150.81,165.1417,154.856,144.912,151.24
2020-05-15,151.24,150.99,164.9981,153.452,144.8376,159.12
2020-05-18,159.12,157.46,164.9187,153.906,144.8982,159.26
2020-05-19,159.26,159.12,164.8474,154.96,145.3666,166.03
2020-05-20,166.03,165.0,164.8433,157.618,145.7508,163.59
2020-05-21,163.59,165.25,164.8196,159.848,146.1914,165.16
2020-05-22,165.16,163.68,164.8108,162.632,146.8536,169.9
2020-05-26,169.9,170.32,164.8119,164.788,147.3746,173.84
2020-05-27,173.84,171.86,164.841,167.704,148.3494,170.51
2020-05-28,170.51,173.04,164.8652,168.6,149.187,169.86
2020-05-29,169.86,170.19,164.8706,169.854,150.2826,169.5
2020-06-01,169.5,169.36,164.8996,170.722,151.2396,170.94
2020-06-02,170.94,170.75,164.9421,170.93,152.3016,178.05
2020-06-03,178.05,173.64,165.0011,171.772,153.5818,176.43
2020-06-04,176.43,176.38,165.0394,172.956,154.533,184.83
2020-06-05,184.83,183.11,165.1258,175.95,155.5714,181.66
2020-06-08,181.66,183.96,165.1914,178.382,156.3548,178.16
2020-06-09,178.16,178.06,165.2519,179.826,157.137,175.43
2020-06-10,175.43,177.85,165.3291,179.302,157.8416,163.29
2020-06-11,163.29,170.0,165.35,176.674,158.2866,166.18
2020-06-12,166.18,168.21,165.3936,172.944,158.8804,167.93
2020-06-15,167.93,161.72,165.4412,170.198,159.403,170.97
2020-06-16,170.97,173.29,165.4874,168.76,160.051,171.17
2020-06-17,171.17,172.2,165.5335,167.908,160.5174,170.85
2020-06-18,170.85,170.03,165.5911,169.42,161.0192,167.85
2020-06-19,167.85,173.53,165.6299,169.754,161.3838,168.2
2020-06-22,168.2,167.06,165.6403,169.808,161.7732,169.36
2020-06-23,169.36,170.37,165.6641,169.486,162.2224,165.55
2020-06-24,165.55,167.71,165.6612,168.362,162.554,167.02
2020-06-25,167.02,165.15,165.6585,167.596,162.9612,162.64
2020-06-26,162.64,167.04,165.6352,166.554,163.3342,165.51
2020-06-29,165.51,163.84,165.6242,166.016,163.6466,169.07
2020-06-30,169.07,164.58,165.6123,165.958,164.0958,166.88
2020-07-01,166.88,169.49,165.6019,166.224,164.5452,169.08
2020-07-02,169.08,169.18,165.6128,166.636,164.9848,172.16
2020-07-06,172.16,171.08,165.6343,168.54,165.3822,169.78
2020-07-07,169.78,170.4,165.6476,169.394,165.656,169.04
2020-07-08,169.04,169.59,165.6609,169.388,165.8576,165.99
2020-07-09,165.99,169.49,165.6606,169.21,165.9502,166.39
2020-07-10,166.39,166.0,165.6672,168.672,166.017,169.17
2020-07-13,169.17,168.23,165.695,168.074,166.2046,171.89
2020-07-14,171.89,168.26,165.7358,168.496,166.5096,174.39
2020-07-15,174.39,174.77,165.7943,169.566,166.901,176.87
2020-07-16,176.87,174.22,165.8688,171.742,167.3108,181.25
2020-07-17,181.25,177.84,165.9953,174.714,167.8498,177.39
2020-07-20,177.39,180.27,166.1221,176.358,168.2732,178.66
2020-07-21,178.66,177.83,166.2471,177.712,168.6812,179.38
2020-07-22,179.38,177.34,166.3624,178.71,169.1318,175.0
2020-07-23,175.0,178.77,166.4578,178.336,169.552,176.12
2020-07-24,176.12,175.64,166.5811,177.31,170.0196,176.82
2020-07-27,176.82,175.57,166.699,177.196,170.5072,174.41
2020-07-28,174.41,176.36,166.7922,176.346,170.9706,177.98
2020-07-29,177.98,174.44,166.8752,176.066,171.3478,172.8
2020-07-30,172.8,175.87,166.9414,175.626,171.6186,173.35
2020-07-31,173.35,172.41,166.9925,175.072,171.765,172.06
2020-08-03,172.06,173.86,167.0362,174.12,171.9344,173.68
2020-08-04,173.68,171.88,167.0862,173.974,172.1048,177.47
2020-08-05,177.47,174.47,167.1661,173.872,172.2562,179.61
2020-08-06,179.61,177.73,167.2288,175.234,172.3716,182.93
2020-08-07,182.93,179.68,167.2896,177.15,172.62,186.85
2020-08-10,186.85,183.75,167.3737,180.108,172.9598,190.35
2020-08-11,190.35,189.67,167.4735,183.442,173.3768,191.83
2020-08-12,191.83,191.86,167.571,186.314,173.7946,189.72
2020-08-13,189.72,190.0,167.6658,188.336,174.028,191.92
2020-08-14,191.92,189.59,167.7745,190.134,174.3378,193.87
2020-08-17,193.87,193.0,167.9041,191.538,174.5186,190.7
2020-08-18,190.7,194.0,168.0303,191.608,174.6994,190.95
2020-08-19,190.95,191.63,168.1224,191.432,174.9552,189.92
2020-08-20,189.92,189.32,168.1888,191.472,175.245,191.57
2020-08-21,191.57,190.46,168.2578,191.402,175.8106,192.56
2020-08-24,192.56,192.05,168.3389,191.14,176.3382,194.9
2020-08-25,194.9,193.7,168.4284,191.98,176.8776,194.32
2020-08-26,194.32,193.75,168.5195,192.654,177.3446,194.44
2020-08-27,194.44,195.08,168.6077,193.558,177.81,195.13
2020-08-28,195.13,193.52,168.706,194.27,178.2956,192.44
2020-08-31,192.44,195.0,168.7905,194.246,178.7874,195.8
2020-09-01,195.8,192.24,168.8956,194.426,179.3394,196.28
2020-09-02,196.28,196.09,168.9957,194.818,179.8778,190.55
2020-09-03,190.55,197.75,169.0672,194.04,180.3778,191.14
2020-09-04,191.14,191.99,169.137,193.242,180.8602,188.66
2020-09-08,188.66,190.65,169.2099,192.486,181.3806,192.86
2020-09-09,192.86,190.19,169.3033,191.898,181.9276,193.08
2020-09-10,193.08,193.79,169.389,191.258,182.4078,195.94
2020-09-11,195.94,194.01,169.4692,192.336,182.989,198.84
2020-09-14,198.84,197.23,169.573,193.876,183.5842,202.37
2020-09-15,202.37,199.52,169.6989,196.618,184.1884,201.42
2020-09-16,201.42,203.74,169.826,198.33,184.8212,201.65
2020-09-17,201.65,198.64,169.9693,200.044,185.4734,199.8
2020-09-18,199.8,201.21,170.1283,200.816,186.1496,194.0
2020-09-21,194.0,196.0,170.241,199.848,186.7018,197.32
2020-09-22,197.32,194.34,170.3751,198.838,187.2648,194.32
2020-09-23,194.32,198.1,170.4867,197.418,187.7134,195.67
2020-09-24,195.67,194.3,170.6083,196.222,188.139,198.15
2020-09-25,198.15,195.03,170.7398,195.892,188.5646,199.45
2020-09-28,199.45,201.59,170.8648,196.982,188.9286,197.24
2020-09-29,197.24,199.59,170.9749,196.966,189.3256,196.87
2020-09-30,196.87,198.13,171.0741,197.476,189.6898,194.23
2020-10-01,194.23,198.0,171.1448,197.188,189.9868,196.35
2020-10-02,196.35,191.03,171.2396,196.828,190.4138,201.32
2020-10-05,201.32,198.2,171.3551,197.202,190.9178,199.41
2020-10-06,199.41,202.0,171.4648,197.636,191.3696,204.62
2020-10-07,204.62,201.08,171.5859,199.186,191.9738,203.78
2020-10-08,203.78,204.89,171.7077,201.096,192.4898,205.78
2020-10-09,205.78,204.64,171.8371,202.982,193.1494,206.35
2020-10-12,206.35,208.68,171.9648,203.988,193.8094,203.0
2020-10-13,203.0,205.52,172.0728,204.706,194.4282,204.81
2020-10-14,204.81,203.61,172.1961,204.744,195.0508,208.81
2020-10-15,208.81,202.16,172.3362,205.75,195.6776,209.85
2020-10-16,209.85,209.37,172.4741,206.564,196.2824,205.66
2020-10-19,205.66,208.39,172.5975,206.426,196.737,206.78
2020-10-20,206.78,206.55,172.7342,207.182,197.1356,199.48
2020-10-21,199.48,200.05,172.8413,206.116,197.3182,187.14
2020-10-22,187.14,193.99,172.8769,201.782,197.2244,188.14
2020-10-23,188.14,185.02,172.9221,197.44,197.1928,184.7
2020-10-26,184.7,186.53,172.9559,193.248,197.0484,179.57
2020-10-27,179.57,184.48,172.9542,187.806,196.7624,173.37
2020-10-28,173.37,175.79,172.9171,182.584,196.4158,176.04
2020-10-29,176.04,172.83,172.8933,180.364,196.1176,177.19
2020-10-30,177.19,175.29,172.8597,178.174,195.863,179.24
2020-11-02,179.24,179.72,172.8293,177.082,195.6164,185.38
2020-11-03,185.38,181.5,172.8439,178.244,195.4728,186.74
2020-11-04,186.74,189.62,172.873,180.918,195.3096,192.07
2020-11-05,192.07,189.62,172.8974,184.124,195.2646,190.07
2020-11-06,190.07,191.25,172.9193,186.7,195.1772,198.0
2020-11-09,198.0,200.0,173.017,190.452,195.2346,201.26
2020-11-10,201.26,198.86,173.1251,193.628,195.411,200.0
2020-11-11,200.0,201.58,173.2162,196.28,195.495,200.49
2020-11-12,200.49,199.53,173.3033,197.964,195.5792,203.44
2020-11-13,203.44,202.15,173.4234,200.638,195.837,206.71
2020-11-16,206.71,206.5,173.5555,202.38,196.1484,205.85
2020-11-17,205.85,205.11,173.6685,203.298,196.4922,204.03
2020-11-18,204.03,205.14,173.7632,204.104,196.7156,204.55
2020-11-19,204.55,202.62,173.8554,204.916,196.945,203.39
2020-11-20,203.39,204.85,173.9532,204.906,197.094,207.39
2020-11-23,207.39,205.17,174.0668,205.042,197.265,208.7
2020-11-24,208.7,209.46,174.1938,205.612,197.3916,207.24
2020-11-25,207.24,208.6,174.3057,206.254,197.508,205.64
2020-11-27,205.64,207.57,174.4107,206.472,197.5878,204.08
2020-11-30,204.08,206.48,174.5111,206.61,197.6734,202.4
2020-12-01,202.4,205.7,174.6126,205.612,197.8414,203.56
2020-12-02,203.56,201.9,174.7129,204.584,197.9662,202.26
2020-12-03,202.26,204.52,174.8072,203.588,198.125,206.05
2020-12-04,206.05,202.1,174.9289,203.67,198.3326,204.99
2020-12-07,204.99,205.6,175.0698,203.852,198.4694,205.21
2020-12-08,205.21,203.65,175.2414,204.414,198.5846,205.88
2020-12-09,205.88,203.83,175.4421,204.878,198.7574,202.52
2020-12-10,202.52,204.97,175.6566,204.93,198.8704,203.06
2020-12-11,203.06,200.68,175.8728,204.332,199.047,198.0
2020-12-14,198.0,205.27,176.0611,202.934,199.08,200.3
2020-12-15,200.3,198.81,176.2759,201.952,199.0596,198.85
2020-12-16,198.85,200.84,176.4593,200.546,199.0484,202.2
2020-12-17,202.2,200.03,176.6955,200.482,199.0,203.6
2020-12-18,203.6,202.09,176.9331,200.59,198.9964,202.49
2020-12-21,202.49,199.61,177.2663,201.488,198.9306,201.52
2020-12-22,201.52,201.83,177.5398,201.732,198.834,201.17
2020-12-23,201.17,202.83,177.8379,202.196,198.7974,203.39
2020-12-24,203.39,201.26,178.1946,202.434,198.769,205.65
2020-12-28,205.65,203.97,178.5036,202.844,198.7058,204.42
2020-12-29,204.42,206.3,178.9002,203.23,198.5972,205.98
2020-12-30,205.98,204.87,179.2869,204.122,198.6036,208.22
2020-12-31,208.22,206.35,179.7526,205.532,198.6324,203.01
2021-01-04,203.01,208.04,180.1594,205.456,198.703,205.5
2021-01-05,205.5,202.9,180.5977,205.426,199.0702,209.8
2021-01-06,209.8,205.55,181.0765,206.502,199.5034,212.72
2021-01-07,212.72,210.61,181.4958,207.85,200.0638,218.82
2021-01-08,218.82,218.0,181.9253,209.97,200.8488,217.35
2021-01-11,217.35,220.18,182.2996,212.838,201.7284,218.64
2021-01-12,218.64,217.06,182.6976,215.466,202.5804,216.61
2021-01-13,216.61,217.58,183.0796,216.828,203.3688,216.16
2021-01-14,216.16,217.95,183.4552,217.516,204.1072,216.6
2021-01-15,216.6,214.51,183.8558,217.072,204.7316,215.28
2021-01-19,215.28,218.21,184.2232,216.658,205.3024,218.18
2021-01-20,218.18,217.09,184.6212,216.566,205.8246,207.9
2021-01-21,207.9,210.0,184.9215,214.824,206.1812,207.13
2021-01-22,207.13,207.61,185.2283,213.018,206.3638,206.46
2021-01-25,206.46,205.16,185.5125,210.99,206.4678,200.05
2021-01-26,200.05,207.31,185.7691,207.944,206.4688,194.33
2021-01-27,194.33,196.0235,186.0063,203.174,206.3456,201.29
2021-01-28,201.29,197.38,186.2679,201.852,206.3026,197.47
2021-01-29,197.47,199.29,186.5219,199.92,206.1178,198.6
2021-02-01,198.6,198.82,186.795,198.348,205.9728,205.93
2021-02-02,205.93,200.54,187.0752,199.524,206.0108,204.36
2021-02-03,204.36,205.14,187.3639,201.53,206.007,204.45
2021-02-04,204.45,204.78,187.6641,202.162,206.0282,204.2
2021-02-05,204.2,206.55,187.9496,203.508,205.9644,204.12
2021-02-08,204.12,205.3,188.2088,204.612,205.8728,204.65
2021-02-09,204.65,204.44,188.4516,204.356,205.821,203.5
2021-02-10,203.5,205.93,188.6743,204.184,205.7782,207.23
2021-02-11,207.23,205.11,188.9036,204.74,205.8412,213.16
2021-02-12,213.16,206.21,189.1542,206.532,206.0564,213.99
2021-02-16,213.99,213.37,189.4252,208.506,206.265,211.23
2021-02-17,211.23,213.24,189.6981,209.822,206.4444,207.06
2021-02-18,207.06,209.22,189.9593,210.534,206.4646,209.06
2021-02-19,209.06,208.04,190.2227,210.9,206.546,206.83
2021-02-22,206.83,207.14,190.4854,209.634,206.5784,206.96
2021-02-23,206.96,207.35,190.7391,208.228,206.6,211.15
2021-02-24,211.15,206.35,191.0035,208.212,206.7726,208.67
2021-02-25,208.67,209.78,191.2626,208.534,206.8848,205.96
2021-02-26,205.96,210.21,191.5225,207.914,207.044,209.18
2021-03-01,209.18,208.58,191.8047,208.384,207.2216,209.3
2021-03-02,209.3,209.55,192.089,208.852,207.4306,206.23
2021-03-03,206.23,209.33,192.3639,207.868,207.5112,201.08
2021-03-04,201.08,205.98,192.5737,206.35,207.4608,209.71
2021-03-05,209.71,203.0,192.826,207.1,207.6052,210.89
2021-03-08,210.89,210.57,193.0503,207.442,207.7926,211.7
2021-03-09,211.7,212.05,193.2908,207.922,208.0032,213.12
2021-03-10,213.12,212.5,193.5306,209.3,208.1978,214.52
2021-03-11,214.52,214.82,193.7537,211.988,208.3752,214.09
2021-03-12,214.09,215.86,193.955,212.864,208.5686,212.67
2021-03-15,212.67,214.25,194.1658,213.22,208.7024,211.7
2021-03-16,211.7,213.12,194.375,213.22,208.772,212.3
2021-03-17,212.3,211.43,194.589,213.056,208.9578,215.36
2021-03-18,215.36,211.44,194.8111,213.224,209.155,210.8
2021-03-19,210.8,215.43,194.9748,212.566,209.175,206.27
2021-03-22,206.27,210.08,195.124,211.286,209.046,208.05
2021-03-23,208.05,207.26,195.2401,210.556,208.8306,212.9
2021-03-24,212.9,208.0,195.3963,210.676,208.7416,216.09
2021-03-25,216.09,212.53,195.586,210.822,208.6906,222.92
2021-03-26,222.92,217.16,195.8234,213.246,208.8168,222.98
